178957,10,2015,"Alimentação"
178864,5,2015,"Alimentação"
178864,2,2015,"Alimentação"
178864,3,2015,"Alimentação"
178864,4,2015,"Alimentação"
178864,10,2015,"Alimentação"
178864,6,2015,"Alimentação"
178864,7,2015,"Alimentação"
178864,9,2015,"Alimentação"
178864,8,2015,"Alimentação"
178914,2,2015,"Alimentação"
178914,6,2015,"Alimentação"
178914,7,2015,"Alimentação"
178914,9,2015,"Alimentação"
178914,8,2015,"Alimentação"
178890,2,2015,"Alimentação"
178890,3,2015,"Alimentação"
178890,4,2015,"Alimentação"
178890,5,2015,"Alimentação"
178890,8,2015,"Alimentação"
178890,11,2015,"Alimentação"
178890,9,2015,"Alimentação"
178890,7,2015,"Alimentação"
178890,10,2015,"Alimentação"
178890,12,2015,"Alimentação"
133374,1,2015,"Alimentação"
133374,5,2015,"Alimentação"
133374,9,2015,"Alimentação"
133374,11,2015,"Alimentação"
133374,12,2015,"Alimentação"
133374,10,2015,"Alimentação"
133374,6,2015,"Alimentação"
133374,3,2015,"Alimentação"
133374,2,2015,"Alimentação"
133374,8,2015,"Alimentação"
133374,7,2015,"Alimentação"
133374,4,2015,"Alimentação"
178903,3,2015,"Alimentação"
178903,6,2015,"Alimentação"
178903,2,2015,"Alimentação"
178903,11,2015,"Alimentação"
178903,12,2015,"Alimentação"
178903,8,2015,"Alimentação"
178903,9,2015,"Alimentação"
178903,10,2015,"Alimentação"
141372,2,2015,"Alimentação"
141372,3,2015,"Alimentação"
141372,5,2015,"Alimentação"
141372,7,2015,"Alimentação"
141372,6,2015,"Alimentação"
141372,11,2015,"Alimentação"
141372,10,2015,"Alimentação"
141372,4,2015,"Alimentação"
141372,1,2015,"Alimentação"
141372,8,2015,"Alimentação"
141372,9,2015,"Alimentação"
160508,11,2015,"Alimentação"
160508,4,2015,"Alimentação"
160508,1,2015,"Alimentação"
160508,12,2015,"Alimentação"
160508,6,2015,"Alimentação"
160508,5,2015,"Alimentação"
160508,2,2015,"Alimentação"
160508,3,2015,"Alimentação"
160508,9,2015,"Alimentação"
160508,10,2015,"Alimentação"
160508,8,2015,"Alimentação"
136811,5,2015,"Alimentação"
136811,7,2015,"Alimentação"
136811,8,2015,"Alimentação"
136811,10,2015,"Alimentação"
136811,9,2015,"Alimentação"
136811,12,2015,"Alimentação"
136811,1,2015,"Alimentação"
136811,2,2015,"Alimentação"
136811,3,2015,"Alimentação"
136811,4,2015,"Alimentação"
136811,6,2015,"Alimentação"
136811,11,2015,"Alimentação"
178835,11,2015,"Alimentação"
178835,8,2015,"Alimentação"
178835,9,2015,"Alimentação"
178835,10,2015,"Alimentação"
178835,12,2015,"Alimentação"
178835,5,2015,"Alimentação"
178835,6,2015,"Alimentação"
178835,7,2015,"Alimentação"
178835,3,2015,"Alimentação"
178835,4,2015,"Alimentação"
178835,2,2015,"Alimentação"
178835,1,2015,"Alimentação"
160527,10,2015,"Alimentação"
160527,12,2015,"Alimentação"
178836,11,2015,"Alimentação"
178836,8,2015,"Alimentação"
178836,9,2015,"Alimentação"
178836,6,2015,"Alimentação"
178836,10,2015,"Alimentação"
178836,7,2015,"Alimentação"
178836,4,2015,"Alimentação"
178836,5,2015,"Alimentação"
178836,3,2015,"Alimentação"
178836,2,2015,"Alimentação"
73579,10,2015,"Alimentação"
73579,12,2015,"Alimentação"
73579,6,2015,"Alimentação"
73579,8,2015,"Alimentação"
160559,6,2015,"Alimentação"
160559,10,2015,"Alimentação"
160559,2,2015,"Alimentação"
160559,4,2015,"Alimentação"
160559,5,2015,"Alimentação"
