0,178957,2015,2,"-"
0,178864,2015,2,"-"
0,178914,2015,2,"-"
0,178890,2015,2,"-"
0,178968,2015,2,"batedor"
0,133374,2015,2,"-"
0,178903,2015,2,"batedor"
0,141372,2015,2,"-"
0,160508,2015,2,"-"
0,136811,2015,2,"-"
0,178835,2015,2,"-"
0,160527,2015,2,"-"
0,178836,2015,2,"-"
0,73579,2015,2,"batedor"
0,160559,2015,2,"-"
0,160511,2015,2,"-"
0,178875,2015,2,"-"
0,160545,2015,2,"-"
0,178833,2015,2,"-"
0,178936,2015,2,"batedor"
0,73458,2015,2,"gaspar"
0,178972,2015,2,"-"
0,141454,2015,2,"-"
0,178846,2015,2,"-"
0,74057,2015,2,"-"
0,178927,2015,2,"batedor"
0,178937,2015,2,"-"
0,178881,2015,2,"batedor"
0,178973,2015,2,"-"
0,160551,2015,2,"-"
0,178831,2015,2,"-"
0,74471,2015,2,"gaspar"
0,133439,2015,2,"-"
0,178882,2015,2,"-"
0,160543,2015,2,"-"
0,178974,2015,2,"-"
0,178837,2015,2,"batedor"
0,74212,2015,2,"-"
0,74213,2015,2,"-"
0,160553,2015,2,"-"
0,141383,2015,2,"-"
0,73584,2015,2,"-"
0,160530,2015,2,"-"
0,178950,2015,2,"-"
0,74103,2015,2,"gaspar"
0,73433,2015,2,"-"
0,73434,2015,2,"-"
0,141391,2015,2,"gaspar"
0,160602,2015,2,"-"
0,74291,2015,2,"-"
0,74833,2015,2,"gaspar"
0,160541,2015,2,"-"
0,160600,2015,2,"-"
0,178847,2015,2,"batedor"
0,159237,2015,2,"-"
0,74378,2015,2,"-"
0,74090,2015,2,"batedor"
0,74459,2015,2,"-"
0,73655,2015,2,"batedor"
0,160665,2015,2,"-"
0,160512,2015,2,"batedor"
0,69871,2015,2,"batedor"
0,178975,2015,2,"-"
0,178834,2015,2,"batedor"
0,73701,2015,2,"-"
0,74535,2015,2,"-"
0,74040,2015,2,"-"
0,178915,2015,2,"batedor"
0,141335,2015,2,"batedor"
0,73437,2015,2,"-"
0,178948,2015,2,"-"
0,178906,2015,2,"-"
0,141513,2015,2,"-"
0,160538,2015,2,"-"
0,74650,2015,2,"-"
0,160589,2015,2,"-"
0,178999,2015,2,"-"
0,141394,2015,2,"-"
0,178976,2015,2,"batedor"
0,178938,2015,2,"batedor"
0,178865,2015,2,"-"
0,105112,2015,2,"batedor"
0,93083,2015,2,"batedor"
0,178853,2015,2,"-"
0,178891,2015,2,"-"
0,178829,2015,2,"batedor"
0,178924,2015,2,"batedor"
0,178958,2015,2,"-"
0,141401,2015,2,"-"
0,74474,2015,2,"batedor"
0,178962,2015,2,"-"
0,178993,2015,2,"batedor"
0,74163,2015,2,"batedor"
0,178900,2015,2,"batedor"
0,74651,2015,2,"-"
0,74262,2015,2,"-"
0,141398,2015,2,"-"
0,164360,2015,2,"batedor"
0,178876,2015,2,"batedor"
0,73568,2015,2,"-"
0,141405,2015,2,"-"
0,72912,2015,2,"batedor"
0,73441,2015,2,"-"
0,160576,2015,2,"-"
0,178838,2015,2,"batedor"
0,73720,2015,2,"-"
0,74171,2015,2,"-"
0,141439,2015,2,"-"
0,141440,2015,2,"-"
0,178928,2015,2,"batedor"
0,178841,2015,2,"-"
0,178939,2015,2,"-"
0,74537,2015,2,"gaspar"
0,141408,2015,2,"-"
0,178848,2015,2,"-"
0,178963,2015,2,"-"
0,93472,2015,2,"-"
0,141411,2015,2,"-"
0,74467,2015,2,"-"
0,178892,2015,2,"-"
0,74060,2015,2,"-"
0,178916,2015,2,"batedor"
0,144523,2015,2,"-"
0,160528,2015,2,"gaspar"
0,62881,2015,2,"-"
0,160552,2015,2,"gaspar"
0,73891,2015,2,"batedor"
0,101309,2015,2,"-"
0,141413,2015,2,"-"
0,178908,2015,2,"batedor"
0,178893,2015,2,"batedor"
0,160646,2015,2,"gaspar"
0,164359,2015,2,"batedor"
0,74172,2015,2,"batedor"
0,185500,2015,2,"gaspar"
