"mesv","anov","id_dep","total_deputado"
3,2015,74812,12
4,2015,74812,10
5,2015,74812,11
6,2015,74812,7
7,2015,74812,4
8,2015,74812,10
9,2015,74812,14
10,2015,74812,6
11,2015,74812,7
12,2015,74812,2
2,2016,74812,5
3,2016,74812,10
4,2016,74812,3
5,2016,74812,5
6,2016,74812,7
7,2016,74812,2
8,2016,74812,5
10,2016,74812,6
11,2016,74812,6
12,2016,74812,6
2,2017,74812,4
3,2017,74812,1
2,2015,74833,1
11,2016,74833,2
12,2016,74833,4
2,2017,74833,4
3,2017,74833,3
2,2015,74847,5
3,2015,74847,11
4,2015,74847,9
5,2015,74847,11
6,2015,74847,7
7,2015,74847,4
8,2015,74847,9
9,2015,74847,13
10,2015,74847,10
11,2015,74847,6
12,2015,74847,2
2,2016,74847,5
3,2016,74847,11
4,2016,74847,3
5,2016,74847,5
6,2016,74847,7
7,2016,74847,3
8,2016,74847,2
10,2016,74847,6
11,2016,74847,5
12,2016,74847,6
2,2017,74847,3
3,2017,74847,3
2,2015,74848,4
3,2015,74848,8
4,2015,74848,8
5,2015,74848,8
6,2015,74848,6
7,2015,74848,4
8,2015,74848,10
9,2015,74848,14
10,2015,74848,10
11,2015,74848,7
12,2015,74848,2
2,2016,74848,6
3,2016,74848,8
4,2016,74848,4
5,2016,74848,4
6,2016,74848,5
7,2016,74848,2
8,2016,74848,4
10,2016,74848,7
11,2016,74848,5
12,2016,74848,2
2,2017,74848,4
3,2017,74848,3
10,2015,74856,2
11,2015,74856,7
12,2015,74856,2
2,2016,74856,6
3,2016,74856,8
5,2016,74856,4
6,2016,74856,7
7,2016,74856,2
8,2016,74856,5
10,2016,74856,6
11,2016,74856,4
2,2017,74856,4
3,2017,74856,3
2,2015,74862,7
3,2015,74862,12
4,2015,74862,10
5,2015,74862,11
6,2015,74862,7
7,2015,74862,4
8,2015,74862,10
9,2015,74862,13
10,2015,74862,9
11,2015,74862,7
12,2015,74862,2
2,2016,74862,6
3,2016,74862,11
4,2016,74862,4
5,2016,74862,5
6,2016,74862,7
7,2016,74862,3
8,2016,74862,5
10,2016,74862,5
11,2016,74862,6
12,2016,74862,6
2,2017,74862,2
3,2017,74862,3
2,2015,76287,3
3,2015,76287,10
4,2015,76287,10
5,2015,76287,10
6,2015,76287,7
7,2015,76287,4
8,2015,76287,10
9,2015,76287,14
10,2015,76287,7
11,2015,76287,6
12,2015,76287,2
2,2016,76287,6
3,2016,76287,10
4,2016,76287,4
5,2016,76287,5
6,2016,76287,7
7,2016,76287,3
10,2016,76287,6
11,2016,76287,6
12,2016,76287,6
2,2017,76287,4
3,2017,76287,3
5,2015,80920,3
6,2015,80920,7
7,2015,80920,4
8,2015,80920,9
9,2015,80920,7
2,2015,81232,1
3,2015,81232,7
4,2015,81232,9
5,2015,81232,7
6,2015,81232,3
7,2015,81232,3
8,2015,81232,10
9,2015,81232,8
10,2015,81232,6
11,2015,81232,4
2,2016,81232,5
3,2016,81232,5
4,2016,81232,2
5,2016,81232,2
6,2016,81232,3
7,2016,81232,3
8,2016,81232,3
10,2016,81232,4
11,2016,81232,5
12,2016,81232,4
2,2017,81232,3
3,2017,81232,2
12,2016,81366,1
2,2017,81366,3
3,2017,81366,1
2,2015,88950,2
3,2015,88950,6
7,2015,88950,1
10,2015,88950,1
2,2017,91208,3
3,2017,91208,3
2,2015,92346,5
3,2015,92346,11
4,2015,92346,9
5,2015,92346,11
6,2015,92346,7
7,2015,92346,4
8,2015,92346,9
9,2015,92346,14
10,2015,92346,9
11,2015,92346,7
12,2015,92346,2
2,2016,92346,5
3,2016,92346,11
4,2016,92346,4
5,2016,92346,5
6,2016,92346,7
7,2016,92346,3
8,2016,92346,5
10,2016,92346,6
11,2016,92346,5
12,2016,92346,6
2,2017,92346,3
3,2017,92346,2
2,2015,92699,4
3,2015,92699,11
4,2015,92699,10
5,2015,92699,10
6,2015,92699,5
7,2015,92699,4
8,2015,92699,9
9,2015,92699,10
10,2015,92699,10
11,2015,92699,6
12,2015,92699,1
2,2016,92699,4
3,2016,92699,8
4,2016,92699,4
5,2016,92699,3
6,2016,92699,3
7,2016,92699,3
8,2016,92699,5
10,2016,92699,6
11,2016,92699,5
12,2016,92699,6
2,2017,92699,4
3,2017,92699,2
2,2015,92776,3
3,2015,92776,10
4,2015,92776,10
5,2015,92776,11
6,2015,92776,7
7,2015,92776,1
8,2015,92776,7
9,2015,92776,12
10,2015,92776,10
11,2015,92776,6
12,2015,92776,1
2,2016,92776,6
3,2016,92776,7
4,2016,92776,2
5,2016,92776,4
6,2016,92776,3
7,2016,92776,3
8,2016,92776,5
10,2016,92776,4
11,2016,92776,2
12,2016,92776,2
2,2017,92776,3
3,2017,92776,2
2,2015,93083,6
3,2015,93083,12
4,2015,93083,10
5,2015,93083,11
6,2015,93083,7
7,2015,93083,4
8,2015,93083,10
9,2015,93083,12
10,2015,93083,9
11,2015,93083,1
12,2015,93083,2
2,2016,93083,5
3,2016,93083,8
4,2016,93083,3
5,2016,93083,5
6,2016,93083,4
7,2016,93083,2
8,2016,93083,3
10,2016,93083,4
11,2016,93083,5
12,2016,93083,5
2,2017,93083,3
3,2017,93083,2
2,2015,93472,4
3,2015,93472,10
4,2015,93472,5
5,2015,93472,10
6,2015,93472,5
7,2015,93472,4
8,2015,93472,9
9,2015,93472,6
10,2015,93472,2
11,2015,93472,3
12,2015,93472,1
2,2016,93472,2
4,2016,93472,2
5,2016,93472,3
6,2016,93472,3
7,2016,93472,2
8,2016,93472,3
10,2016,93472,4
11,2016,93472,6
12,2016,93472,3
2,2015,94931,4
3,2015,94931,9
4,2015,94931,9
5,2015,94931,11
6,2015,94931,3
7,2015,94931,3
8,2015,94931,10
9,2015,94931,13
10,2015,94931,5
11,2015,94931,4
12,2015,94931,2
2,2016,94931,5
3,2016,94931,9
4,2016,94931,1
5,2016,94931,4
6,2016,94931,3
7,2016,94931,1
8,2016,94931,5
10,2016,94931,4
11,2016,94931,6
12,2016,94931,4
2,2017,94931,4
3,2017,94931,2
2,2015,97707,5
3,2015,97707,12
4,2015,97707,10
5,2015,97707,8
6,2015,97707,5
7,2015,97707,4
8,2015,97707,9
9,2015,97707,11
10,2015,97707,9
11,2015,97707,7
12,2015,97707,2
2,2016,97707,5
3,2016,97707,10
4,2016,97707,3
5,2016,97707,3
6,2016,97707,3
7,2016,97707,2
8,2016,97707,5
10,2016,97707,4
11,2016,97707,6
12,2016,97707,5
2,2017,97707,4
3,2017,97707,2
2,2015,99654,4
3,2015,99654,7
4,2015,99654,9
5,2015,99654,11
6,2015,99654,7
7,2015,99654,4
8,2015,99654,10
9,2015,99654,10
10,2015,99654,9
11,2015,99654,7
12,2015,99654,2
2,2016,99654,6
3,2016,99654,8
4,2016,99654,4
5,2016,99654,4
6,2016,99654,6
7,2016,99654,3
8,2016,99654,4
10,2016,99654,6
11,2016,99654,6
12,2016,99654,6
2,2017,99654,4
3,2017,99654,1
2,2015,101309,4
3,2015,101309,10
4,2015,101309,10
5,2015,101309,11
6,2015,101309,7
7,2015,101309,3
8,2015,101309,10
9,2015,101309,14
10,2015,101309,10
11,2015,101309,6
12,2015,101309,2
2,2016,101309,5
3,2016,101309,10
4,2016,101309,4
5,2016,101309,4
6,2016,101309,6
7,2016,101309,2
2,2017,101309,4
3,2017,101309,2
2,2015,105112,6
3,2015,105112,12
4,2015,105112,10
5,2015,105112,11
6,2015,105112,4
7,2015,105112,4
8,2015,105112,10
9,2015,105112,12
10,2015,105112,8
11,2015,105112,5
12,2015,105112,2
2,2016,105112,5
3,2016,105112,7
4,2016,105112,4
5,2016,105112,5
6,2016,105112,5
7,2016,105112,1
8,2016,105112,5
10,2016,105112,6
11,2016,105112,4
12,2016,105112,5
2,2017,105112,4
3,2017,105112,1
2,2015,112437,5
3,2015,112437,11
4,2015,112437,9
5,2015,112437,11
6,2015,112437,3
7,2015,112437,2
8,2015,112437,10
9,2015,112437,14
10,2015,112437,9
11,2015,112437,6
12,2015,112437,2
2,2016,112437,6
3,2016,112437,7
4,2016,112437,4
5,2016,112437,5
6,2016,112437,6
7,2016,112437,2
8,2016,112437,5
10,2016,112437,5
11,2016,112437,6
12,2016,112437,2
2,2017,112437,4
3,2017,112437,3
2,2015,113247,3
3,2015,113247,9
4,2015,113247,9
5,2015,113247,11
6,2015,113247,7
7,2015,113247,4
8,2015,113247,9
9,2015,113247,10
10,2015,113247,8
11,2015,113247,7
12,2015,113247,2
2,2016,113247,6
3,2016,113247,9
4,2016,113247,4
5,2016,113247,5
6,2016,113247,6
7,2016,113247,3
8,2016,113247,5
10,2016,113247,7
11,2016,113247,6
12,2016,113247,6
2,2017,113247,4
3,2017,113247,2
2,2015,114941,4
3,2015,114941,12
4,2015,114941,10
5,2015,114941,10
6,2015,114941,5
7,2015,114941,4
8,2015,114941,10
9,2015,114941,14
10,2015,114941,9
11,2015,114941,7
12,2015,114941,2
2,2016,114941,5
3,2016,114941,11
4,2016,114941,4
5,2016,114941,5
6,2016,114941,7
7,2016,114941,3
8,2016,114941,5
10,2016,114941,7
11,2016,114941,6
12,2016,114941,1
2,2017,114941,4
3,2017,114941,3
2,2015,118594,6
3,2015,118594,11
4,2015,118594,10
5,2015,118594,9
6,2015,118594,7
7,2015,118594,4
8,2015,118594,10
9,2015,118594,14
10,2015,118594,9
11,2015,118594,6
12,2015,118594,2
2,2016,118594,5
3,2016,118594,10
4,2016,118594,3
5,2016,118594,4
6,2016,118594,4
7,2016,118594,2
8,2016,118594,4
10,2016,118594,4
11,2016,118594,3
12,2016,118594,4
2,2017,118594,3
3,2017,118594,3
2,2015,122158,3
2,2016,122158,2
6,2016,122158,5
10,2016,122158,2
11,2016,122158,6
12,2016,122158,4
2,2017,122158,4
3,2017,122158,3
2,2015,122466,6
3,2015,122466,11
4,2015,122466,10
5,2015,122466,11
6,2015,122466,7
7,2015,122466,4
8,2015,122466,10
9,2015,122466,14
10,2015,122466,10
11,2015,122466,7
12,2015,122466,2
2,2016,122466,6
3,2016,122466,9
4,2016,122466,4
5,2016,122466,4
6,2016,122466,7
7,2016,122466,3
8,2016,122466,4
10,2016,122466,5
11,2016,122466,5
12,2016,122466,3
2,2017,122466,4
3,2017,122466,2
2,2015,124411,2
3,2015,124411,12
4,2015,124411,10
5,2015,124411,11
6,2015,124411,7
7,2015,124411,4
8,2015,124411,10
9,2015,124411,14
10,2015,124411,9
11,2015,124411,6
12,2015,124411,2
2,2016,124411,5
3,2016,124411,10
4,2016,124411,4
5,2016,124411,5
6,2016,124411,7
7,2016,124411,3
8,2016,124411,5
10,2016,124411,6
11,2016,124411,6
12,2016,124411,6
2,2017,124411,4
3,2017,124411,3
2,2015,129037,4
3,2015,129037,10
4,2015,129037,8
5,2015,129037,10
6,2015,129037,3
7,2015,129037,4
8,2015,129037,8
9,2015,129037,14
10,2015,129037,10
11,2015,129037,7
12,2015,129037,2
2,2016,129037,5
3,2016,129037,10
4,2016,129037,3
5,2016,129037,5
6,2016,129037,6
7,2016,129037,3
8,2016,129037,4
10,2016,129037,5
11,2016,129037,4
12,2016,129037,4
2,2017,129037,3
3,2017,129037,3
2,2015,129618,3
3,2015,129618,8
4,2015,129618,7
5,2015,129618,8
6,2015,129618,7
7,2015,129618,4
8,2015,129618,7
9,2015,129618,11
10,2015,129618,5
11,2015,129618,6
12,2015,129618,1
2,2016,129618,5
3,2016,129618,4
4,2016,129618,3
5,2016,129618,3
6,2016,129618,5
7,2016,129618,2
8,2016,129618,4
10,2016,129618,5
11,2016,129618,4
12,2016,129618,6
2,2017,129618,3
3,2017,129618,2
2,2015,131943,4
3,2015,131943,8
4,2015,131943,10
5,2015,131943,10
6,2015,131943,7
7,2015,131943,4
8,2015,131943,8
9,2015,131943,14
10,2015,131943,10
11,2015,131943,6
12,2015,131943,2
2,2016,131943,6
3,2016,131943,8
4,2016,131943,3
5,2016,131943,4
6,2016,131943,7
7,2016,131943,3
8,2016,131943,5
10,2016,131943,6
11,2016,131943,6
12,2016,131943,5
2,2017,131943,3
3,2017,131943,3
2,2015,131966,3
3,2015,131966,12
4,2015,131966,8
5,2015,131966,11
6,2015,131966,7
7,2015,131966,4
8,2015,131966,10
9,2015,131966,13
10,2015,131966,8
11,2015,131966,7
12,2015,131966,1
2,2016,131966,6
4,2016,131966,3
5,2016,131966,5
6,2016,131966,7
7,2016,131966,3
8,2016,131966,5
10,2016,131966,7
11,2016,131966,6
12,2016,131966,6
2,2017,131966,4
3,2017,131966,3
2,2015,132056,1
3,2015,132056,2
4,2015,132056,6
5,2015,132056,6
6,2015,132056,3
7,2015,132056,1
8,2015,132056,4
9,2015,132056,6
11,2015,132056,6
12,2015,132056,1
2,2016,132056,2
3,2016,132056,4
4,2016,132056,2
5,2016,132056,2
6,2016,132056,4
7,2016,132056,2
8,2016,132056,1
10,2016,132056,5
11,2016,132056,2
2,2017,132056,2
3,2017,132056,1
2,2015,132504,6
3,2015,132504,12
4,2015,132504,10
5,2015,132504,11
6,2015,132504,7
7,2015,132504,4
8,2015,132504,10
9,2015,132504,13
10,2015,132504,10
11,2015,132504,7
12,2015,132504,2
2,2016,132504,6
3,2016,132504,11
4,2016,132504,4
5,2016,132504,4
6,2016,132504,6
7,2016,132504,3
8,2016,132504,4
10,2016,132504,5
11,2016,132504,6
12,2016,132504,5
2,2017,132504,4
3,2017,132504,3
2,2015,133373,6
3,2015,133373,7
4,2015,133373,9
5,2015,133373,10
6,2015,133373,5
7,2015,133373,4
8,2015,133373,9
9,2015,133373,13
10,2015,133373,8
11,2015,133373,4
12,2015,133373,2
2,2016,133373,6
3,2016,133373,8
4,2016,133373,4
5,2016,133373,3
6,2016,133373,7
7,2016,133373,3
8,2016,133373,4
10,2016,133373,5
11,2016,133373,6
12,2016,133373,5
2,2017,133373,3
3,2017,133373,3
2,2015,133374,5
3,2015,133374,10
4,2015,133374,10
5,2015,133374,11
6,2015,133374,7
7,2015,133374,4
8,2015,133374,10
9,2015,133374,13
10,2015,133374,10
11,2015,133374,7
12,2015,133374,2
2,2016,133374,6
3,2016,133374,10
4,2016,133374,4
5,2016,133374,5
6,2016,133374,6
7,2016,133374,2
8,2016,133374,4
10,2016,133374,6
11,2016,133374,6
12,2016,133374,6
2,2017,133374,4
3,2017,133374,3
2,2015,133439,4
3,2015,133439,6
4,2015,133439,5
5,2015,133439,11
6,2015,133439,5
7,2015,133439,4
8,2015,133439,9
9,2015,133439,12
5,2016,133439,3
6,2016,133439,6
7,2016,133439,1
8,2016,133439,4
10,2016,133439,5
11,2016,133439,6
12,2016,133439,4
2,2017,133439,4
3,2017,133439,2
2,2015,134812,5
3,2015,134812,12
4,2015,134812,10
5,2015,134812,11
6,2015,134812,7
7,2015,134812,4
8,2015,134812,10
9,2015,134812,14
10,2015,134812,10
11,2015,134812,7
12,2015,134812,2
2,2016,134812,6
3,2016,134812,11
4,2016,134812,4
5,2016,134812,5
6,2016,134812,7
7,2016,134812,3
8,2016,134812,5
10,2016,134812,1
11,2016,134812,6
12,2016,134812,3
2,2017,134812,4
3,2017,134812,3
2,2015,136811,5
3,2015,136811,12
4,2015,136811,9
5,2015,136811,11
6,2015,136811,7
7,2015,136811,4
8,2015,136811,10
9,2015,136811,13
10,2015,136811,9
11,2015,136811,7
12,2015,136811,2
2,2016,136811,4
3,2016,136811,10
4,2016,136811,4
5,2016,136811,4
6,2016,136811,5
7,2016,136811,3
8,2016,136811,4
10,2016,136811,6
11,2016,136811,6
12,2016,136811,4
2,2017,136811,3
3,2017,136811,2
2,2015,137070,4
3,2015,137070,10
4,2015,137070,8
5,2015,137070,10
6,2015,137070,4
7,2015,137070,4
8,2015,137070,8
9,2015,137070,11
10,2015,137070,7
11,2015,137070,7
12,2015,137070,2
2,2016,137070,3
3,2016,137070,5
4,2016,137070,4
5,2016,137070,4
6,2016,137070,6
7,2016,137070,2
8,2016,137070,4
10,2016,137070,5
11,2016,137070,5
12,2016,137070,5
2,2017,137070,1
3,2017,137070,3
2,2015,137853,6
3,2015,137853,11
4,2015,137853,10
5,2015,137853,11
6,2015,137853,5
7,2015,137853,3
8,2015,137853,10
9,2015,137853,14
10,2015,137853,10
11,2015,137853,6
12,2015,137853,2
2,2016,137853,6
3,2016,137853,10
4,2016,137853,1
2,2015,141335,6
3,2015,141335,12
4,2015,141335,10
5,2015,141335,11
6,2015,141335,7
7,2015,141335,4
8,2015,141335,10
9,2015,141335,14
10,2015,141335,10
11,2015,141335,7
12,2015,141335,2
2,2016,141335,6
3,2016,141335,10
4,2016,141335,4
5,2016,141335,3
6,2016,141335,6
7,2016,141335,2
8,2016,141335,5
10,2016,141335,6
11,2016,141335,6
12,2016,141335,6
2,2017,141335,3
3,2017,141335,3
2,2015,141372,4
3,2015,141372,6
4,2015,141372,7
5,2015,141372,11
6,2015,141372,7
7,2015,141372,2
8,2015,141372,10
9,2015,141372,13
10,2015,141372,10
11,2015,141372,7
12,2015,141372,2
2,2016,141372,6
3,2016,141372,9
4,2016,141372,3
5,2016,141372,4
6,2016,141372,5
7,2016,141372,3
8,2016,141372,4
10,2016,141372,5
11,2016,141372,6
12,2016,141372,3
2,2017,141372,2
3,2017,141372,2
2,2015,141383,4
3,2015,141383,12
4,2015,141383,7
5,2015,141383,11
6,2015,141383,7
7,2015,141383,4
8,2015,141383,10
9,2015,141383,11
10,2015,141383,9
11,2015,141383,6
2,2016,141383,6
3,2016,141383,11
4,2016,141383,4
5,2016,141383,5
6,2016,141383,7
7,2016,141383,3
8,2016,141383,4
10,2016,141383,6
11,2016,141383,4
12,2016,141383,5
2,2017,141383,3
3,2017,141383,3
2,2015,141384,4
3,2015,141384,12
4,2015,141384,7
5,2015,141384,11
6,2015,141384,5
7,2015,141384,4
8,2015,141384,10
9,2015,141384,14
10,2015,141384,8
11,2015,141384,7
12,2015,141384,2
2,2016,141384,6
3,2016,141384,7
4,2016,141384,4
5,2016,141384,5
6,2016,141384,5
7,2016,141384,1
11,2016,141384,2
12,2016,141384,5
2,2017,141384,4
3,2017,141384,2
7,2015,141385,1
10,2015,141385,1
4,2016,141385,4
5,2016,141385,5
6,2016,141385,5
7,2016,141385,3
8,2016,141385,1
10,2016,141385,2
11,2016,141385,5
12,2016,141385,2
2,2015,141389,3
3,2015,141389,8
4,2015,141389,8
5,2015,141389,8
6,2015,141389,7
7,2015,141389,4
8,2015,141389,7
9,2015,141389,11
10,2015,141389,1
11,2015,141389,6
2,2016,141389,3
3,2016,141389,2
4,2016,141389,2
5,2016,141389,3
6,2016,141389,4
7,2016,141389,2
10,2016,141389,3
11,2016,141389,4
12,2016,141389,2
10,2015,141391,1
2,2015,141394,5
3,2015,141394,10
4,2015,141394,6
5,2015,141394,8
6,2015,141394,7
7,2015,141394,4
8,2015,141394,9
9,2015,141394,11
10,2015,141394,5
11,2015,141394,7
12,2015,141394,2
2,2016,141394,5
3,2016,141394,8
4,2016,141394,4
5,2016,141394,2
10,2016,141394,3
2,2015,141398,4
3,2015,141398,11
4,2015,141398,8
5,2015,141398,11
6,2015,141398,4
7,2015,141398,3
8,2015,141398,10
9,2015,141398,14
10,2015,141398,8
11,2015,141398,7
12,2015,141398,1
2,2016,141398,5
3,2016,141398,11
4,2016,141398,4
5,2016,141398,4
6,2016,141398,5
7,2016,141398,2
8,2016,141398,4
10,2016,141398,5
11,2016,141398,6
12,2016,141398,6
2,2017,141398,4
3,2017,141398,2
2,2015,141401,4
3,2015,141401,1
4,2015,141401,4
5,2015,141401,11
6,2015,141401,7
7,2015,141401,2
8,2015,141401,6
9,2015,141401,12
10,2015,141401,6
11,2015,141401,7
12,2015,141401,2
2,2016,141401,5
3,2016,141401,7
4,2016,141401,3
5,2016,141401,4
6,2016,141401,5
7,2016,141401,3
8,2016,141401,4
10,2016,141401,5
11,2016,141401,3
12,2016,141401,4
2,2017,141401,4
3,2017,141401,2
2,2015,141405,4
3,2015,141405,12
4,2015,141405,9
5,2015,141405,11
6,2015,141405,7
7,2015,141405,4
8,2015,141405,10
9,2015,141405,12
10,2015,141405,9
11,2015,141405,7
12,2015,141405,2
2,2016,141405,4
3,2016,141405,10
4,2016,141405,2
5,2016,141405,5
6,2016,141405,6
7,2016,141405,3
8,2016,141405,5
10,2016,141405,6
11,2016,141405,6
12,2016,141405,5
2,2017,141405,4
3,2017,141405,3
2,2015,141408,5
3,2015,141408,9
4,2015,141408,7
5,2015,141408,11
6,2015,141408,6
7,2015,141408,4
8,2015,141408,9
9,2015,141408,11
10,2015,141408,7
11,2015,141408,6
12,2015,141408,2
2,2016,141408,5
3,2016,141408,11
4,2016,141408,4
5,2016,141408,3
6,2016,141408,2
7,2016,141408,2
8,2016,141408,5
10,2016,141408,6
11,2016,141408,4
12,2016,141408,4
2,2017,141408,4
3,2017,141408,3
2,2015,141411,3
3,2015,141411,9
4,2015,141411,7
5,2015,141411,11
6,2015,141411,5
7,2015,141411,4
8,2015,141411,8
9,2015,141411,12
10,2015,141411,9
11,2015,141411,5
12,2015,141411,2
2,2016,141411,6
3,2016,141411,8
4,2016,141411,3
5,2016,141411,5
6,2016,141411,7
7,2016,141411,3
8,2016,141411,4
10,2016,141411,5
11,2016,141411,6
12,2016,141411,5
2,2017,141411,3
3,2017,141411,3
5,2016,141412,2
6,2016,141412,6
7,2016,141412,3
8,2016,141412,5
10,2016,141412,7
11,2016,141412,4
2,2015,141413,3
3,2015,141413,8
4,2015,141413,10
5,2015,141413,6
6,2015,141413,6
7,2015,141413,4
8,2015,141413,9
9,2015,141413,11
10,2015,141413,10
11,2015,141413,5
12,2015,141413,2
2,2016,141413,4
3,2016,141413,9
4,2016,141413,4
5,2016,141413,3
6,2016,141413,5
7,2016,141413,3
8,2016,141413,5
10,2016,141413,6
11,2016,141413,4
12,2016,141413,4
2,2017,141413,4
3,2017,141413,3
2,2015,141417,4
3,2015,141417,12
4,2015,141417,8
5,2015,141417,10
6,2015,141417,7
7,2015,141417,4
8,2015,141417,9
9,2015,141417,11
10,2015,141417,10
11,2015,141417,7
12,2015,141417,2
2,2016,141417,6
3,2016,141417,5
4,2016,141417,1
5,2016,141417,3
6,2016,141417,6
7,2016,141417,3
8,2016,141417,2
10,2016,141417,4
11,2016,141417,4
12,2016,141417,4
2,2017,141417,4
3,2017,141417,2
2,2015,141421,3
3,2015,141421,4
4,2015,141421,7
5,2015,141421,8
6,2015,141421,6
7,2015,141421,2
8,2015,141421,9
9,2015,141421,5
10,2015,141421,6
11,2015,141421,5
12,2015,141421,2
2,2016,141421,3
3,2016,141421,7
4,2016,141421,3
5,2016,141421,4
6,2016,141421,5
7,2016,141421,3
8,2016,141421,4
10,2016,141421,6
11,2016,141421,6
12,2016,141421,6
2,2017,141421,3
3,2017,141421,2
2,2015,141422,5
3,2015,141422,8
4,2015,141422,10
5,2015,141422,9
6,2015,141422,7
7,2015,141422,4
8,2015,141422,10
9,2015,141422,12
10,2015,141422,8
11,2015,141422,6
12,2015,141422,2
2,2016,141422,6
3,2016,141422,9
4,2016,141422,3
5,2016,141422,4
6,2016,141422,7
7,2016,141422,3
8,2016,141422,4
10,2016,141422,3
11,2016,141422,5
12,2016,141422,6
2,2017,141422,3
3,2017,141422,3
2,2015,141427,4
3,2015,141427,9
4,2015,141427,10
5,2015,141427,11
6,2015,141427,7
7,2015,141427,4
8,2015,141427,9
9,2015,141427,9
10,2015,141427,8
11,2015,141427,7
12,2015,141427,1
2,2016,141427,5
3,2016,141427,9
4,2016,141427,4
5,2016,141427,4
6,2016,141427,4
7,2016,141427,3
8,2016,141427,5
10,2016,141427,6
11,2016,141427,6
12,2016,141427,5
2,2017,141427,4
3,2017,141427,1
2,2015,141428,1
3,2015,141428,8
4,2015,141428,9
5,2015,141428,9
6,2015,141428,5
7,2015,141428,4
8,2015,141428,9
9,2015,141428,11
10,2015,141428,5
11,2015,141428,6
12,2015,141428,2
2,2016,141428,5
3,2016,141428,8
4,2016,141428,3
5,2016,141428,5
6,2016,141428,7
7,2016,141428,2
8,2016,141428,5
10,2016,141428,3
11,2016,141428,6
12,2016,141428,4
2,2017,141428,3
3,2017,141428,3
2,2015,141429,6
3,2015,141429,12
4,2015,141429,8
5,2015,141429,10
6,2015,141429,7
7,2015,141429,4
8,2015,141429,10
9,2015,141429,11
10,2015,141429,9
11,2015,141429,7
12,2015,141429,2
2,2016,141429,5
3,2016,141429,8
4,2016,141429,4
5,2016,141429,5
6,2016,141429,5
7,2016,141429,3
8,2016,141429,5
10,2016,141429,5
11,2016,141429,6
12,2016,141429,5
2,2017,141429,3
3,2017,141429,2
2,2015,141430,4
3,2015,141430,11
4,2015,141430,8
5,2015,141430,11
6,2015,141430,7
7,2015,141430,4
8,2015,141430,8
9,2015,141430,12
10,2015,141430,9
11,2015,141430,7
12,2015,141430,1
2,2016,141430,4
3,2016,141430,6
4,2016,141430,1
5,2016,141430,3
6,2016,141430,5
7,2016,141430,2
8,2016,141430,3
10,2016,141430,3
11,2016,141430,3
12,2016,141430,5
2,2017,141430,4
3,2017,141430,1
2,2015,141431,5
3,2015,141431,11
4,2015,141431,7
5,2015,141431,11
6,2015,141431,6
7,2015,141431,4
8,2015,141431,10
9,2015,141431,12
10,2015,141431,9
11,2015,141431,7
12,2015,141431,1
2,2016,141431,5
3,2016,141431,6
4,2016,141431,3
5,2016,141431,2
10,2016,141431,2
2,2015,141434,4
3,2015,141434,10
4,2015,141434,7
5,2015,141434,11
6,2015,141434,5
7,2015,141434,4
8,2015,141434,2
9,2015,141434,7
10,2015,141434,6
11,2015,141434,6
12,2015,141434,2
2,2016,141434,4
3,2016,141434,8
4,2016,141434,2
5,2016,141434,4
6,2016,141434,4
7,2016,141434,3
8,2016,141434,5
10,2016,141434,5
11,2016,141434,6
12,2016,141434,5
2,2017,141434,4
3,2017,141434,2
2,2015,141439,4
3,2015,141439,12
4,2015,141439,10
5,2015,141439,11
6,2015,141439,7
7,2015,141439,4
8,2015,141439,9
9,2015,141439,13
10,2015,141439,10
11,2015,141439,7
12,2015,141439,2
2,2016,141439,5
3,2016,141439,10
4,2016,141439,4
5,2016,141439,5
6,2016,141439,6
7,2016,141439,3
8,2016,141439,4
10,2016,141439,6
11,2016,141439,6
12,2016,141439,6
2,2017,141439,3
3,2017,141439,3
2,2015,141440,5
3,2015,141440,12
4,2015,141440,10
5,2015,141440,11
6,2015,141440,6
7,2015,141440,4
8,2015,141440,9
9,2015,141440,11
10,2015,141440,10
11,2015,141440,7
12,2015,141440,2
2,2016,141440,6
3,2016,141440,10
4,2016,141440,4
5,2016,141440,5
6,2016,141440,7
7,2016,141440,3
8,2016,141440,5
10,2016,141440,6
11,2016,141440,6
12,2016,141440,5
2,2017,141440,4
3,2017,141440,3
4,2016,141441,2
5,2016,141441,4
6,2016,141441,5
7,2016,141441,2
8,2016,141441,4
10,2016,141441,4
11,2016,141441,3
12,2016,141441,5
2,2017,141441,3
3,2017,141441,2
10,2015,141445,9
11,2015,141445,7
12,2015,141445,2
2,2016,141445,5
3,2016,141445,11
4,2016,141445,4
5,2016,141445,5
6,2016,141445,6
7,2016,141445,3
8,2016,141445,2
10,2016,141445,6
11,2016,141445,6
12,2016,141445,6
2,2017,141445,4
3,2017,141445,3
2,2015,141450,4
3,2015,141450,12
4,2015,141450,5
5,2015,141450,11
6,2015,141450,5
7,2015,141450,4
8,2015,141450,6
9,2015,141450,11
10,2015,141450,9
11,2015,141450,7
12,2015,141450,2
2,2016,141450,5
3,2016,141450,10
4,2016,141450,4
5,2016,141450,3
6,2016,141450,6
7,2016,141450,2
8,2016,141450,5
10,2016,141450,6
11,2016,141450,5
12,2016,141450,4
2,2017,141450,3
3,2017,141450,3
2,2015,141454,5
3,2015,141454,10
4,2015,141454,7
5,2015,141454,10
6,2015,141454,7
7,2015,141454,3
8,2015,141454,9
9,2015,141454,10
