"mesv","anov","id_dep","total_deputado"
2,2017,160558,3
3,2017,160558,2
2,2015,160559,5
3,2015,160559,11
4,2015,160559,8
5,2015,160559,11
6,2015,160559,7
7,2015,160559,3
8,2015,160559,6
9,2015,160559,11
10,2015,160559,9
11,2015,160559,7
12,2015,160559,2
2,2016,160559,6
3,2016,160559,4
4,2016,160559,4
5,2016,160559,4
6,2016,160559,5
7,2016,160559,3
8,2016,160559,5
10,2016,160559,5
11,2016,160559,6
12,2016,160559,4
2,2017,160559,4
3,2017,160559,3
2,2015,160561,5
3,2015,160561,11
4,2015,160561,10
5,2015,160561,11
6,2015,160561,5
7,2015,160561,4
8,2015,160561,9
9,2015,160561,13
10,2015,160561,8
11,2015,160561,7
12,2015,160561,1
2,2016,160561,6
3,2016,160561,10
4,2016,160561,3
5,2016,160561,4
6,2016,160561,7
7,2016,160561,2
8,2016,160561,5
10,2016,160561,5
11,2016,160561,6
12,2016,160561,6
2,2017,160561,4
3,2017,160561,2
2,2015,160565,2
3,2015,160565,9
4,2015,160565,8
5,2015,160565,10
6,2015,160565,2
7,2015,160565,3
8,2015,160565,6
9,2015,160565,10
10,2015,160565,7
11,2015,160565,6
12,2015,160565,2
2,2016,160565,2
3,2016,160565,5
4,2016,160565,3
5,2016,160565,2
6,2016,160565,1
7,2016,160565,3
8,2016,160565,3
10,2016,160565,5
11,2016,160565,6
12,2016,160565,4
2,2017,160565,2
3,2017,160565,2
3,2016,160566,4
4,2016,160566,1
5,2016,160566,4
6,2016,160566,3
7,2016,160566,3
8,2016,160566,4
10,2016,160566,4
2,2017,160566,2
3,2017,160566,1
2,2015,160567,5
3,2015,160567,10
4,2015,160567,10
5,2015,160567,11
6,2015,160567,7
7,2015,160567,4
8,2015,160567,9
9,2015,160567,13
10,2015,160567,10
11,2015,160567,6
12,2015,160567,2
2,2016,160567,5
3,2016,160567,10
4,2016,160567,4
5,2016,160567,5
6,2016,160567,5
7,2016,160567,3
8,2016,160567,5
10,2016,160567,3
11,2016,160567,5
2,2015,160569,2
3,2015,160569,10
4,2015,160569,10
5,2015,160569,10
6,2015,160569,4
7,2015,160569,4
8,2015,160569,7
9,2015,160569,13
10,2015,160569,8
11,2015,160569,7
12,2015,160569,1
2,2016,160569,5
3,2016,160569,7
4,2016,160569,3
5,2016,160569,4
6,2016,160569,7
7,2016,160569,2
8,2016,160569,5
10,2016,160569,4
11,2016,160569,5
12,2016,160569,6
2,2017,160569,4
3,2017,160569,3
2,2015,160570,4
3,2015,160570,6
4,2015,160570,8
5,2015,160570,11
6,2015,160570,5
7,2015,160570,3
8,2015,160570,9
9,2015,160570,11
10,2015,160570,9
11,2015,160570,6
12,2015,160570,1
2,2016,160570,4
3,2016,160570,9
4,2016,160570,3
5,2016,160570,5
6,2016,160570,6
7,2016,160570,3
8,2016,160570,2
10,2016,160570,2
11,2016,160570,6
12,2016,160570,3
2,2017,160570,3
3,2017,160570,3
2,2015,160571,3
3,2015,160571,10
4,2015,160571,9
5,2015,160571,11
6,2015,160571,7
7,2015,160571,4
8,2015,160571,9
9,2015,160571,13
10,2015,160571,7
11,2015,160571,7
12,2015,160571,2
2,2016,160571,4
3,2016,160571,5
4,2016,160571,3
5,2016,160571,4
6,2016,160571,4
7,2016,160571,3
8,2016,160571,5
10,2016,160571,3
11,2016,160571,4
12,2016,160571,3
2,2017,160571,3
3,2017,160571,2
2,2015,160572,4
3,2015,160572,12
4,2015,160572,10
5,2015,160572,11
6,2015,160572,5
7,2015,160572,4
8,2015,160572,7
9,2015,160572,14
10,2015,160572,8
11,2015,160572,3
12,2015,160572,2
2,2016,160572,5
3,2016,160572,10
4,2016,160572,2
5,2016,160572,4
6,2016,160572,5
7,2016,160572,1
8,2016,160572,5
10,2016,160572,5
11,2016,160572,4
12,2016,160572,3
2,2017,160572,2
3,2017,160572,2
2,2015,160573,5
3,2015,160573,9
4,2015,160573,7
5,2015,160573,11
6,2015,160573,7
7,2015,160573,4
8,2015,160573,9
9,2015,160573,12
10,2015,160573,7
11,2015,160573,6
12,2015,160573,2
2,2016,160573,5
3,2016,160573,7
4,2016,160573,4
5,2016,160573,3
6,2016,160573,5
7,2016,160573,3
8,2016,160573,4
10,2016,160573,5
11,2016,160573,6
12,2016,160573,5
2,2017,160573,3
3,2017,160573,3
2,2015,160575,6
3,2015,160575,12
4,2015,160575,10
5,2015,160575,10
6,2015,160575,7
7,2015,160575,4
8,2015,160575,10
9,2015,160575,14
10,2015,160575,10
11,2015,160575,7
12,2015,160575,2
2,2016,160575,6
3,2016,160575,11
4,2016,160575,4
5,2016,160575,4
6,2016,160575,7
7,2016,160575,3
8,2016,160575,4
10,2016,160575,6
11,2016,160575,5
12,2016,160575,5
2,2017,160575,4
3,2017,160575,1
2,2015,160576,2
3,2015,160576,5
4,2015,160576,9
5,2015,160576,9
6,2015,160576,7
7,2015,160576,4
8,2015,160576,10
9,2015,160576,9
10,2015,160576,8
11,2015,160576,6
12,2015,160576,2
2,2016,160576,6
3,2016,160576,8
4,2016,160576,3
5,2016,160576,5
6,2016,160576,7
7,2016,160576,1
8,2016,160576,5
10,2016,160576,5
11,2016,160576,2
12,2016,160576,2
2,2017,160576,2
3,2017,160576,2
2,2015,160578,5
3,2015,160578,9
4,2015,160578,3
5,2015,160578,7
6,2015,160578,3
7,2015,160578,1
8,2015,160578,3
9,2015,160578,10
10,2015,160578,3
11,2015,160578,4
2,2016,160578,4
3,2016,160578,4
8,2016,160578,5
10,2016,160578,5
11,2016,160578,5
12,2016,160578,1
2,2017,160578,3
3,2017,160578,3
2,2017,160581,4
3,2017,160581,3
4,2015,160582,4
5,2015,160582,11
6,2015,160582,5
7,2015,160582,4
8,2015,160582,10
9,2015,160582,11
10,2015,160582,6
11,2015,160582,6
12,2015,160582,2
2,2016,160582,5
3,2016,160582,8
4,2016,160582,3
5,2016,160582,5
6,2016,160582,6
7,2016,160582,3
8,2016,160582,4
10,2016,160582,5
11,2016,160582,5
12,2016,160582,5
2,2017,160582,4
3,2017,160582,1
2,2015,160588,4
3,2015,160588,7
4,2015,160588,9
5,2015,160588,11
6,2015,160588,5
7,2015,160588,2
8,2015,160588,6
9,2015,160588,8
10,2015,160588,7
11,2015,160588,7
12,2015,160588,1
2,2016,160588,4
3,2016,160588,8
4,2016,160588,2
5,2016,160588,4
6,2016,160588,3
7,2016,160588,2
8,2016,160588,5
10,2016,160588,5
11,2016,160588,5
12,2016,160588,3
2,2017,160588,3
3,2017,160588,3
2,2015,160589,3
3,2015,160589,7
4,2015,160589,9
5,2015,160589,8
6,2015,160589,5
7,2015,160589,4
8,2015,160589,4
9,2015,160589,13
10,2015,160589,8
11,2015,160589,5
12,2015,160589,2
2,2016,160589,4
3,2016,160589,8
4,2016,160589,3
5,2016,160589,4
6,2016,160589,5
7,2016,160589,2
8,2016,160589,1
10,2016,160589,4
11,2016,160589,4
12,2016,160589,4
2,2017,160589,1
3,2017,160589,3
2,2015,160591,2
3,2015,160591,7
4,2015,160591,4
5,2015,160591,8
6,2015,160591,7
7,2015,160591,3
8,2015,160591,4
9,2015,160591,6
10,2015,160591,4
11,2015,160591,4
12,2015,160591,2
2,2016,160591,5
4,2016,160591,1
5,2016,160591,3
7,2016,160591,2
8,2016,160591,3
10,2016,160591,4
11,2016,160591,4
12,2016,160591,2
2,2017,160591,1
2,2015,160592,5
3,2015,160592,7
4,2015,160592,6
5,2015,160592,11
6,2015,160592,7
7,2015,160592,4
8,2015,160592,8
9,2015,160592,10
10,2015,160592,7
11,2015,160592,7
12,2015,160592,1
2,2016,160592,5
3,2016,160592,9
4,2016,160592,1
5,2016,160592,5
6,2016,160592,5
7,2016,160592,3
8,2016,160592,4
10,2016,160592,5
11,2016,160592,5
12,2016,160592,3
2,2017,160592,3
3,2017,160592,2
2,2015,160596,4
3,2015,160596,9
4,2015,160596,9
5,2015,160596,8
6,2015,160596,5
7,2015,160596,4
8,2015,160596,8
9,2015,160596,11
10,2015,160596,8
11,2015,160596,7
12,2015,160596,2
2,2016,160596,4
3,2016,160596,8
4,2016,160596,2
5,2016,160596,4
6,2016,160596,5
7,2016,160596,3
11,2016,160596,3
12,2016,160596,4
2,2017,160596,3
3,2017,160596,3
2,2015,160598,5
3,2015,160598,7
4,2015,160598,8
5,2015,160598,10
6,2015,160598,5
7,2015,160598,3
8,2015,160598,8
9,2015,160598,12
10,2015,160598,5
12,2015,160598,2
2,2016,160598,6
3,2016,160598,10
4,2016,160598,1
5,2016,160598,5
6,2016,160598,7
7,2016,160598,3
8,2016,160598,3
10,2016,160598,6
11,2016,160598,2
12,2016,160598,5
2,2017,160598,4
3,2017,160598,3
2,2015,160599,6
3,2015,160599,12
4,2015,160599,10
5,2015,160599,11
6,2015,160599,7
7,2015,160599,4
8,2015,160599,10
9,2015,160599,11
10,2015,160599,9
11,2015,160599,6
12,2015,160599,1
2,2016,160599,4
3,2016,160599,10
4,2016,160599,4
5,2016,160599,4
6,2016,160599,7
7,2016,160599,3
8,2016,160599,4
10,2016,160599,6
11,2016,160599,6
12,2016,160599,5
2,2017,160599,3
3,2017,160599,3
2,2015,160600,4
3,2015,160600,7
4,2015,160600,6
5,2015,160600,9
6,2015,160600,5
7,2015,160600,4
8,2015,160600,7
9,2015,160600,12
10,2015,160600,8
11,2015,160600,4
12,2015,160600,1
2,2016,160600,3
3,2016,160600,4
5,2016,160600,4
6,2016,160600,4
7,2016,160600,3
8,2016,160600,5
10,2016,160600,4
11,2016,160600,5
12,2016,160600,5
2,2017,160600,3
3,2017,160600,3
2,2015,160601,6
3,2015,160601,4
4,2015,160601,9
5,2015,160601,6
6,2015,160601,7
7,2015,160601,4
8,2015,160601,10
9,2015,160601,9
10,2015,160601,9
11,2015,160601,4
12,2015,160601,1
2,2016,160601,6
3,2016,160601,10
4,2016,160601,4
5,2016,160601,3
6,2016,160601,6
7,2016,160601,3
8,2016,160601,5
10,2016,160601,7
11,2016,160601,4
12,2016,160601,2
2,2017,160601,3
3,2017,160601,2
2,2015,160602,5
3,2015,160602,9
4,2015,160602,10
5,2015,160602,9
6,2015,160602,5
7,2015,160602,4
8,2015,160602,9
9,2015,160602,12
10,2015,160602,10
11,2015,160602,7
12,2015,160602,1
2,2016,160602,4
3,2016,160602,8
4,2016,160602,4
5,2016,160602,4
6,2016,160602,5
7,2016,160602,3
8,2016,160602,5
10,2016,160602,6
11,2016,160602,4
12,2016,160602,5
2,2017,160602,4
3,2017,160602,3
2,2015,160604,2
3,2015,160604,11
4,2015,160604,10
5,2015,160604,11
6,2015,160604,7
7,2015,160604,4
8,2015,160604,9
9,2015,160604,11
10,2015,160604,6
11,2015,160604,4
12,2015,160604,1
2,2016,160604,5
3,2016,160604,11
5,2016,160604,5
6,2016,160604,6
7,2016,160604,1
8,2016,160604,5
10,2016,160604,7
11,2016,160604,6
12,2016,160604,5
2,2017,160604,4
3,2017,160604,2
2,2015,160607,6
3,2015,160607,12
4,2015,160607,10
5,2015,160607,11
6,2015,160607,7
7,2015,160607,4
8,2015,160607,10
9,2015,160607,14
10,2015,160607,10
11,2015,160607,7
12,2015,160607,2
2,2016,160607,6
3,2016,160607,10
4,2016,160607,4
5,2016,160607,5
6,2016,160607,7
7,2016,160607,3
8,2016,160607,5
10,2016,160607,7
11,2016,160607,6
12,2016,160607,6
2,2017,160607,3
3,2017,160607,3
2,2015,160610,6
3,2015,160610,12
4,2015,160610,10
5,2015,160610,11
6,2015,160610,7
7,2015,160610,4
8,2015,160610,9
9,2015,160610,13
10,2015,160610,10
11,2015,160610,7
12,2015,160610,2
2,2016,160610,6
3,2016,160610,9
4,2016,160610,3
5,2016,160610,2
6,2016,160610,5
7,2016,160610,3
8,2016,160610,4
10,2016,160610,6
11,2016,160610,5
12,2016,160610,5
2,2017,160610,4
3,2017,160610,3
2,2015,160611,3
3,2015,160611,10
4,2015,160611,8
5,2015,160611,10
6,2015,160611,7
7,2015,160611,4
8,2015,160611,10
9,2015,160611,14
10,2015,160611,10
11,2015,160611,7
12,2015,160611,2
2,2016,160611,6
3,2016,160611,8
4,2016,160611,2
5,2016,160611,5
6,2016,160611,7
7,2016,160611,3
8,2016,160611,5
10,2016,160611,5
11,2016,160611,6
12,2016,160611,5
2,2017,160611,3
3,2017,160611,3
2,2015,160612,2
3,2015,160612,8
4,2015,160612,5
5,2015,160612,7
6,2015,160612,3
8,2015,160612,4
9,2015,160612,8
7,2016,160612,1
10,2016,160612,1
11,2016,160612,4
12,2016,160612,5
2,2017,160612,2
3,2017,160612,3
2,2015,160613,3
3,2015,160613,9
4,2015,160613,8
5,2015,160613,11
6,2015,160613,6
7,2015,160613,4
8,2015,160613,10
9,2015,160613,5
10,2015,160613,8
11,2015,160613,6
12,2015,160613,2
2,2016,160613,6
3,2016,160613,8
4,2016,160613,3
5,2016,160613,3
6,2016,160613,7
7,2016,160613,3
8,2016,160613,2
2,2015,160617,1
10,2015,160617,2
4,2016,160617,3
5,2016,160617,3
7,2016,160617,1
8,2016,160617,5
10,2016,160617,6
11,2016,160617,6
12,2016,160617,6
2,2017,160617,4
3,2017,160617,3
2,2015,160619,5
3,2015,160619,12
4,2015,160619,7
5,2015,160619,11
6,2015,160619,7
7,2015,160619,4
8,2015,160619,5
9,2015,160619,13
10,2015,160619,9
11,2015,160619,6
12,2015,160619,1
2,2016,160619,5
3,2016,160619,10
4,2016,160619,3
5,2016,160619,5
6,2016,160619,4
7,2016,160619,2
8,2016,160619,2
10,2016,160619,6
11,2016,160619,5
12,2016,160619,3
2,2017,160619,3
3,2017,160619,3
2,2015,160620,4
3,2015,160620,7
4,2015,160620,8
5,2015,160620,10
6,2015,160620,5
7,2015,160620,4
8,2015,160620,7
9,2015,160620,9
10,2015,160620,7
11,2015,160620,5
12,2015,160620,2
2,2016,160620,6
3,2016,160620,8
4,2016,160620,2
5,2016,160620,5
6,2016,160620,6
7,2016,160620,3
8,2016,160620,3
10,2016,160620,1
11,2016,160620,3
12,2016,160620,5
2,2015,160621,6
3,2015,160621,8
4,2015,160621,10
5,2015,160621,11
6,2015,160621,7
7,2015,160621,4
8,2015,160621,10
9,2015,160621,14
10,2015,160621,9
11,2015,160621,7
12,2015,160621,2
2,2016,160621,4
3,2016,160621,7
4,2016,160621,4
5,2016,160621,5
6,2016,160621,6
7,2016,160621,3
8,2016,160621,5
10,2016,160621,7
11,2016,160621,6
12,2016,160621,5
2,2017,160621,4
3,2017,160621,3
2,2015,160622,3
3,2015,160622,8
4,2015,160622,7
5,2015,160622,10
6,2015,160622,7
7,2015,160622,4
8,2015,160622,7
9,2015,160622,11
10,2015,160622,8
11,2015,160622,7
2,2016,160622,3
3,2016,160622,9
4,2016,160622,3
5,2016,160622,2
6,2016,160622,5
7,2016,160622,2
8,2016,160622,3
10,2016,160622,4
11,2016,160622,4
12,2016,160622,4
2,2017,160622,4
3,2017,160622,1
2,2015,160628,4
3,2015,160628,5
4,2015,160628,8
5,2015,160628,10
6,2015,160628,7
7,2015,160628,4
8,2015,160628,9
9,2015,160628,9
10,2015,160628,5
11,2015,160628,6
12,2015,160628,2
2,2016,160628,3
3,2016,160628,6
4,2016,160628,3
5,2016,160628,5
6,2016,160628,5
7,2016,160628,2
8,2016,160628,4
10,2016,160628,5
11,2016,160628,3
12,2016,160628,3
3,2017,160628,2
2,2015,160630,7
3,2015,160630,12
4,2015,160630,8
5,2015,160630,8
6,2015,160630,7
7,2015,160630,4
8,2015,160630,10
9,2015,160630,14
10,2015,160630,10
11,2015,160630,7
12,2015,160630,1
2,2016,160630,6
3,2016,160630,10
4,2016,160630,3
5,2016,160630,4
6,2016,160630,5
7,2016,160630,3
8,2016,160630,5
10,2016,160630,5
11,2016,160630,6
12,2016,160630,6
2,2017,160630,4
3,2017,160630,3
2,2015,160631,5
3,2015,160631,11
4,2015,160631,10
5,2015,160631,11
6,2015,160631,7
7,2015,160631,4
8,2015,160631,10
9,2015,160631,14
10,2015,160631,10
11,2015,160631,6
12,2015,160631,1
4,2016,160631,3
5,2016,160631,4
6,2016,160631,6
7,2016,160631,3
8,2016,160631,5
10,2016,160631,7
11,2016,160631,6
12,2016,160631,5
2,2017,160631,3
3,2017,160631,3
2,2015,160632,6
3,2015,160632,12
4,2015,160632,10
5,2015,160632,11
6,2015,160632,7
7,2015,160632,4
8,2015,160632,8
9,2015,160632,12
10,2015,160632,7
12,2015,160632,1
2,2016,160632,4
3,2016,160632,11
4,2016,160632,3
5,2016,160632,5
6,2016,160632,7
7,2016,160632,3
8,2016,160632,5
10,2016,160632,7
11,2016,160632,6
12,2016,160632,6
2,2017,160632,4
3,2017,160632,3
2,2015,160633,5
3,2015,160633,11
4,2015,160633,10
5,2015,160633,11
6,2015,160633,7
7,2015,160633,4
8,2015,160633,9
9,2015,160633,12
10,2015,160633,10
11,2015,160633,6
12,2015,160633,1
2,2016,160633,5
3,2016,160633,11
4,2016,160633,4
5,2016,160633,3
6,2016,160633,5
7,2016,160633,3
8,2016,160633,3
10,2016,160633,5
11,2016,160633,6
12,2016,160633,5
2,2017,160633,4
3,2017,160633,3
2,2015,160636,4
3,2015,160636,11
4,2015,160636,9
5,2015,160636,11
6,2015,160636,7
7,2015,160636,4
8,2015,160636,9
9,2015,160636,13
10,2015,160636,8
11,2015,160636,6
12,2015,160636,2
2,2016,160636,6
3,2016,160636,11
4,2016,160636,3
5,2016,160636,5
6,2016,160636,4
7,2016,160636,3
8,2016,160636,3
10,2016,160636,6
11,2016,160636,6
12,2016,160636,3
2,2017,160636,3
3,2017,160636,2
2,2015,160637,4
3,2015,160637,11
4,2015,160637,10
5,2015,160637,11
6,2015,160637,7
7,2015,160637,4
8,2015,160637,8
9,2015,160637,13
10,2015,160637,10
11,2015,160637,7
12,2015,160637,2
2,2016,160637,6
3,2016,160637,10
4,2016,160637,4
5,2016,160637,5
6,2016,160637,6
7,2016,160637,2
8,2016,160637,5
10,2016,160637,4
11,2016,160637,6
12,2016,160637,6
2,2017,160637,4
3,2017,160637,2
2,2015,160639,6
3,2015,160639,8
4,2015,160639,10
5,2015,160639,11
6,2015,160639,7
7,2015,160639,4
8,2015,160639,10
9,2015,160639,10
10,2015,160639,10
11,2015,160639,6
12,2015,160639,2
2,2016,160639,6
3,2016,160639,7
4,2016,160639,4
5,2016,160639,4
6,2016,160639,6
7,2016,160639,1
8,2016,160639,4
10,2016,160639,6
11,2016,160639,5
12,2016,160639,5
2,2017,160639,3
3,2017,160639,2
2,2015,160640,5
3,2015,160640,8
4,2015,160640,10
5,2015,160640,11
6,2015,160640,7
7,2015,160640,4
8,2015,160640,9
9,2015,160640,7
10,2015,160640,9
11,2015,160640,7
12,2015,160640,1
2,2016,160640,4
3,2016,160640,10
4,2016,160640,2
5,2016,160640,5
6,2016,160640,5
7,2016,160640,2
8,2016,160640,4
10,2016,160640,4
11,2016,160640,6
12,2016,160640,4
2,2017,160640,3
3,2017,160640,2
2,2015,160641,5
3,2015,160641,12
4,2015,160641,10
5,2015,160641,8
6,2015,160641,7
7,2015,160641,4
8,2015,160641,10
9,2015,160641,13
10,2015,160641,9
11,2015,160641,6
12,2015,160641,2
2,2016,160641,6
3,2016,160641,6
4,2016,160641,4
5,2016,160641,4
6,2016,160641,5
7,2016,160641,2
8,2016,160641,5
10,2016,160641,6
11,2016,160641,5
12,2016,160641,5
2,2017,160641,4
3,2017,160641,2
2,2015,160642,5
3,2015,160642,11
4,2015,160642,7
5,2015,160642,11
6,2015,160642,5
7,2015,160642,4
8,2015,160642,7
9,2015,160642,14
10,2015,160642,6
11,2015,160642,7
12,2015,160642,1
2,2016,160642,6
3,2016,160642,9
4,2016,160642,4
5,2016,160642,5
6,2016,160642,5
7,2016,160642,3
8,2016,160642,3
10,2016,160642,7
11,2016,160642,6
12,2016,160642,4
2,2017,160642,3
3,2017,160642,3
2,2015,160643,4
3,2015,160643,12
4,2015,160643,10
5,2015,160643,11
6,2015,160643,7
7,2015,160643,4
8,2015,160643,10
9,2015,160643,14
10,2015,160643,9
11,2015,160643,7
12,2015,160643,2
2,2016,160643,6
3,2016,160643,10
4,2016,160643,3
5,2016,160643,5
6,2016,160643,7
7,2016,160643,3
8,2016,160643,5
10,2016,160643,5
11,2016,160643,6
12,2016,160643,5
2,2017,160643,4
3,2017,160643,3
5,2015,160646,3
6,2015,160646,7
7,2015,160646,2
8,2015,160646,9
9,2015,160646,10
10,2015,160646,5
11,2015,160646,7
12,2015,160646,2
2,2016,160646,6
3,2016,160646,10
4,2016,160646,3
5,2016,160646,5
6,2016,160646,6
7,2016,160646,3
10,2016,160646,4
11,2016,160646,3
12,2016,160646,5
2,2017,160646,3
3,2017,160646,3
2,2015,160649,7
3,2015,160649,11
4,2015,160649,9
5,2015,160649,11
6,2015,160649,7
7,2015,160649,4
8,2015,160649,10
9,2015,160649,13
10,2015,160649,10
11,2015,160649,7
12,2015,160649,2
2,2016,160649,6
3,2016,160649,11
4,2016,160649,3
5,2016,160649,5
6,2016,160649,6
7,2016,160649,2
8,2016,160649,5
10,2016,160649,4
11,2016,160649,6
12,2016,160649,5
2,2017,160649,4
3,2017,160649,3
2,2015,160651,3
3,2015,160651,12
4,2015,160651,10
5,2015,160651,10
6,2015,160651,7
7,2015,160651,4
8,2015,160651,10
9,2015,160651,13
10,2015,160651,10
11,2015,160651,7
12,2015,160651,1
2,2016,160651,6
3,2016,160651,11
4,2016,160651,3
5,2016,160651,5
6,2016,160651,4
8,2016,160651,4
10,2016,160651,5
11,2016,160651,4
12,2016,160651,6
2,2017,160651,4
3,2017,160651,3
5,2016,160652,1
9,2015,160653,1
10,2015,160653,2
4,2016,160653,3
5,2016,160653,5
6,2016,160653,6
7,2016,160653,2
8,2016,160653,5
10,2016,160653,6
11,2016,160653,6
12,2016,160653,6
2,2017,160653,4
3,2017,160653,3
2,2015,160654,3
3,2015,160654,10
4,2015,160654,5
5,2015,160654,11
6,2015,160654,4
7,2015,160654,4
8,2015,160654,7
9,2015,160654,12
10,2015,160654,7
11,2015,160654,7
12,2015,160654,2
2,2016,160654,4
3,2016,160654,6
4,2016,160654,3
5,2016,160654,3
6,2016,160654,4
7,2016,160654,3
8,2016,160654,2
10,2016,160654,5
11,2016,160654,5
12,2016,160654,4
2,2017,160654,2
3,2017,160654,2
2,2015,160655,6
3,2015,160655,8
4,2015,160655,8
5,2015,160655,9
6,2015,160655,7
7,2015,160655,4
8,2015,160655,9
9,2015,160655,13
10,2015,160655,9
11,2015,160655,7
12,2015,160655,1
2,2016,160655,5
3,2016,160655,9
4,2016,160655,4
5,2016,160655,4
6,2016,160655,6
7,2016,160655,1
8,2016,160655,4
10,2016,160655,5
11,2016,160655,3
12,2016,160655,6
2,2017,160655,3
3,2017,160655,3
2,2015,160659,4
3,2015,160659,9
4,2015,160659,9
5,2015,160659,11
6,2015,160659,7
7,2015,160659,4
8,2015,160659,9
9,2015,160659,14
10,2015,160659,6
11,2015,160659,6
12,2015,160659,2
2,2016,160659,3
3,2016,160659,9
4,2016,160659,3
5,2016,160659,4
6,2016,160659,6
7,2016,160659,3
8,2016,160659,4
10,2016,160659,6
11,2016,160659,6
12,2016,160659,2
2,2017,160659,2
2,2015,160660,3
3,2015,160660,11
4,2015,160660,7
5,2015,160660,11
6,2015,160660,6
7,2015,160660,1
8,2015,160660,9
9,2015,160660,14
10,2015,160660,7
11,2015,160660,6
12,2015,160660,2
2,2016,160660,6
3,2016,160660,10
4,2016,160660,3
5,2016,160660,5
6,2016,160660,7
7,2016,160660,2
8,2016,160660,5
10,2016,160660,6
11,2016,160660,4
12,2016,160660,4
2,2017,160660,4
3,2017,160660,3
2,2015,160663,5
3,2015,160663,11
4,2015,160663,10
5,2015,160663,11
6,2015,160663,7
7,2015,160663,4
8,2015,160663,10
9,2015,160663,8
10,2015,160663,10
11,2015,160663,7
12,2015,160663,2
2,2016,160663,6
3,2016,160663,10
4,2016,160663,4
5,2016,160663,5
6,2016,160663,6
7,2016,160663,3
8,2016,160663,5
10,2016,160663,6
11,2016,160663,6
12,2016,160663,6
2,2017,160663,4
3,2017,160663,3
2,2015,160665,5
3,2015,160665,11
4,2015,160665,10
5,2015,160665,11
6,2015,160665,5
7,2015,160665,4
8,2015,160665,10
9,2015,160665,10
10,2015,160665,9
11,2015,160665,5
12,2015,160665,1
2,2016,160665,6
3,2016,160665,8
4,2016,160665,3
5,2016,160665,4
6,2016,160665,6
7,2016,160665,3
8,2016,160665,4
10,2016,160665,4
11,2016,160665,5
12,2016,160665,4
2,2017,160665,3
3,2017,160665,3
2,2015,160666,1
3,2015,160666,12
4,2015,160666,8
5,2015,160666,11
6,2015,160666,7
7,2015,160666,4
8,2015,160666,10
9,2015,160666,14
10,2015,160666,9
11,2015,160666,7
12,2015,160666,2
2,2016,160666,4
3,2016,160666,10
4,2016,160666,4
5,2016,160666,5
6,2016,160666,4
7,2016,160666,3
8,2016,160666,4
10,2016,160666,6
11,2016,160666,6
12,2016,160666,3
2,2017,160666,3
3,2017,160666,2
2,2015,160667,2
3,2015,160667,10
4,2015,160667,8
5,2015,160667,8
6,2015,160667,7
7,2015,160667,4
8,2015,160667,7
9,2015,160667,9
10,2015,160667,7
11,2015,160667,5
2,2016,160667,4
3,2016,160667,5
4,2016,160667,2
5,2016,160667,1
6,2016,160667,2
7,2016,160667,2
8,2016,160667,4
10,2016,160667,3
11,2016,160667,3
12,2016,160667,1
2,2017,160667,2
3,2017,160667,3
2,2015,160669,3
3,2015,160669,4
4,2015,160669,6
5,2015,160669,11
6,2015,160669,3
7,2015,160669,4
8,2015,160669,6
9,2015,160669,9
10,2015,160669,6
11,2015,160669,4
12,2015,160669,2
2,2016,160669,3
3,2016,160669,5
4,2016,160669,2
5,2016,160669,3
6,2016,160669,4
7,2016,160669,2
8,2016,160669,1
10,2016,160669,2
11,2016,160669,3
2,2017,160669,1
3,2017,160669,2
2,2015,160672,5
3,2015,160672,9
4,2015,160672,7
5,2015,160672,11
6,2015,160672,7
7,2015,160672,4
8,2015,160672,10
9,2015,160672,10
10,2015,160672,10
11,2015,160672,6
12,2015,160672,1
2,2016,160672,6
3,2016,160672,9
4,2016,160672,2
5,2016,160672,4
6,2016,160672,5
7,2016,160672,3
8,2016,160672,3
10,2016,160672,6
11,2016,160672,4
12,2016,160672,6
2,2017,160672,4
3,2017,160672,3
2,2015,160673,3
3,2015,160673,11
4,2015,160673,9
5,2015,160673,11
6,2015,160673,5
7,2015,160673,4
8,2015,160673,10
9,2015,160673,13
10,2015,160673,10
11,2015,160673,5
12,2015,160673,2
2,2016,160673,6
3,2016,160673,6
4,2016,160673,3
5,2016,160673,3
6,2016,160673,6
7,2016,160673,3
8,2016,160673,4
10,2016,160673,5
11,2016,160673,5
12,2016,160673,4
2,2017,160673,1
2,2015,160674,6
3,2015,160674,6
4,2015,160674,10
5,2015,160674,10
6,2015,160674,5
7,2015,160674,4
8,2015,160674,9
9,2015,160674,10
10,2015,160674,7
11,2015,160674,4
12,2015,160674,2
2,2016,160674,5
3,2016,160674,10
4,2016,160674,1
5,2016,160674,4
6,2016,160674,2
7,2016,160674,3
8,2016,160674,4
10,2016,160674,6
11,2016,160674,4
12,2016,160674,5
2,2017,160674,2
2,2015,160676,2
3,2015,160676,7
4,2015,160676,7
5,2015,160676,8
6,2015,160676,5
7,2015,160676,3
8,2015,160676,9
9,2015,160676,13
10,2015,160676,5
11,2015,160676,6
12,2015,160676,1
2,2016,160676,5
3,2016,160676,4
4,2016,160676,3
5,2016,160676,4
6,2016,160676,6
7,2016,160676,1
8,2016,160676,1
10,2016,160676,4
11,2016,160676,5
12,2016,160676,3
2,2015,160677,3
3,2015,160677,10
4,2015,160677,10
5,2015,160677,11
6,2015,160677,5
7,2015,160677,4
8,2015,160677,9
9,2015,160677,13
10,2015,160677,10
11,2015,160677,2
