"txNomeParlamentar","idecadastro","sgUF","ano","mes","total","cota_mensal","coef"
"VANDER LOUBET",74376,"MS",2015,12,17669.81,40542.84,0.435830593022097
"VANDER LOUBET",74376,"MS",2016,1,142.57,40542.84,0.00351652720924336
"VANDER LOUBET",74376,"MS",2016,2,0.29,40542.84,7.15292761927877e-06
"VANDER LOUBET",74376,"MS",2016,3,12.4,40542.84,0.000305849318893299
"VANDER LOUBET",74376,"MS",2017,1,51951.55,40542.84,1.28139888572187
"VANDER LOUBET",74376,"MS",2017,2,39184.79,40542.84,0.966503333264271
"VANDER LOUBET",74376,"MS",2017,3,39512.15,40542.84,0.974577755283054
"VANDER LOUBET",74376,"MS",2017,4,41404.8,40542.84,1.02126047410591
"VANDER LOUBET",74376,"MS",2017,5,12687.15,40542.84,0.312931950499768
"VICTOR MENDES",178888,"MA",2015,1,813.46,42151.69,0.0192983958650294
"VICTOR MENDES",178888,"MA",2015,2,29885.09,42151.69,0.708989129498722
"VICTOR MENDES",178888,"MA",2015,3,40796.64,42151.69,0.967853008977813
"VICTOR MENDES",178888,"MA",2015,4,35497.23,42151.69,0.842130647667982
"VICTOR MENDES",178888,"MA",2015,5,41052.5,42151.69,0.973922990988024
"VICTOR MENDES",178888,"MA",2015,6,44902.24,42151.69,1.06525361142104
"VICTOR MENDES",178888,"MA",2015,7,43734.23,42151.69,1.03754392765747
"VICTOR MENDES",178888,"MA",2015,8,37327.78,42151.69,0.885558325182217
"VICTOR MENDES",178888,"MA",2015,9,49774.9,42151.69,1.18085182349747
"VICTOR MENDES",178888,"MA",2015,10,40890.86,42151.69,0.970088269295964
"VICTOR MENDES",178888,"MA",2015,11,54599.15,42151.69,1.29530156442126
"VICTOR MENDES",178888,"MA",2015,12,32655.99,42151.69,0.774725521088241
"VICTOR MENDES",178888,"MA",2016,1,424.81,42151.69,0.0100781249814657
"VICTOR MENDES",178888,"MA",2016,2,66.86,42151.69,0.00158617602283562
"VICTOR MENDES",178888,"MA",2016,3,34.94,42151.69,0.000828911011634409
"VICTOR MENDES",178888,"MA",2017,1,51832.82,42151.69,1.22967359078604
"VICTOR MENDES",178888,"MA",2017,2,23698.49,42151.69,0.562219213511961
"VICTOR MENDES",178888,"MA",2017,3,55032.5,42151.69,1.3055822910066
"VICTOR MENDES",178888,"MA",2017,4,44311.29,42151.69,1.0512340074621
"VICTOR MENDES",178888,"MA",2017,5,28332.62,42151.69,0.67215857774623
