"idecadastro","nomeParlamentar","urlFoto"
74570,"JUTAHY JUNIOR","http://www.camara.gov.br/internet/deputado/bandep/74570.jpg"
178918,"KAIO MANIÇOBA","http://www.camara.gov.br/internet/deputado/bandep/178918.jpg"
160659,"KEIKO OTA","http://www.camara.gov.br/internet/deputado/bandep/160659.jpg"
74742,NA,NA
151208,"LAERCIO OLIVEIRA","http://www.camara.gov.br/internet/deputado/bandep/151208.jpg"
141478,"LAERTE BESSA","http://www.camara.gov.br/internet/deputado/bandep/141478.jpg"
178894,"LAUDIVIO CARVALHO","http://www.camara.gov.br/internet/deputado/bandep/178894.jpg"
74856,"LAURA CARNEIRO","http://www.camara.gov.br/internet/deputado/bandep/74856.jpg"
160534,NA,NA
141480,"LÁZARO BOTELHO","http://www.camara.gov.br/internet/deputado/bandep/141480.jpg"
178832,"LEANDRE","http://www.camara.gov.br/internet/deputado/bandep/178832.jpg"
74367,NA,NA
141562,"LELO COIMBRA","http://www.camara.gov.br/internet/deputado/bandep/141562.jpg"
178825,"LEO DE BRITO","http://www.camara.gov.br/internet/deputado/bandep/178825.jpg"
179385,NA,NA
74156,"LEONARDO MONTEIRO","http://www.camara.gov.br/internet/deputado/bandep/74156.jpg"
74254,NA,NA
141482,"LEONARDO QUINTÃO","http://www.camara.gov.br/internet/deputado/bandep/141482.jpg"
74299,"LEÔNIDAS CRISTINO","http://www.camara.gov.br/internet/deputado/bandep/74299.jpg"
160663,"LEOPOLDO MEYER","http://www.camara.gov.br/internet/deputado/bandep/160663.jpg"
NA,NA,NA
160533,NA,NA
74585,"LINCOLN PORTELA","http://www.camara.gov.br/internet/deputado/bandep/74585.jpg"
141483,"LINDOMAR GARÇON","http://www.camara.gov.br/internet/deputado/bandep/141483.jpg"
141462,NA,NA
74277,"LOBBE NETO","http://www.camara.gov.br/internet/deputado/bandep/74277.jpg"
160555,NA,NA
178879,"LUCAS VERGILIO","http://www.camara.gov.br/internet/deputado/bandep/178879.jpg"
73474,NA,NA
160628,"LUCIANA SANTOS","http://www.camara.gov.br/internet/deputado/bandep/160628.jpg"
73982,NA,NA
178931,"LUCIANO DUCCI","http://www.camara.gov.br/internet/deputado/bandep/178931.jpg"
73777,NA,NA
178954,"LUCIO MOSQUINI","http://www.camara.gov.br/internet/deputado/bandep/178954.jpg"
141484,"LÚCIO VALE","http://www.camara.gov.br/internet/deputado/bandep/141484.jpg"
94931,"LUCIO VIEIRA LIMA","http://www.camara.gov.br/internet/deputado/bandep/94931.jpg"
73483,"LUIS CARLOS HEINZE","http://www.camara.gov.br/internet/deputado/bandep/73483.jpg"
160510,"LUIS TIBÉ","http://www.camara.gov.br/internet/deputado/bandep/160510.jpg"
74133,NA,NA
160547,NA,NA
160645,NA,NA
141485,NA,NA
73778,"LUIZ CARLOS HAULY","http://www.camara.gov.br/internet/deputado/bandep/73778.jpg"
178802,"LUIZ CARLOS RAMOS","http://www.camara.gov.br/internet/deputado/bandep/178802.jpg"
178955,"LUIZ CLÁUDIO","http://www.camara.gov.br/internet/deputado/bandep/178955.jpg"
74041,"LUIZ COUTO","http://www.camara.gov.br/internet/deputado/bandep/74041.jpg"
171618,NA,NA
141487,"LUIZ FERNANDO FARIA","http://www.camara.gov.br/internet/deputado/bandep/141487.jpg"
160662,NA,NA
178982,"LUIZ LAURO FILHO","http://www.camara.gov.br/internet/deputado/bandep/178982.jpg"
162332,"LUIZ NISHIMORI","http://www.camara.gov.br/internet/deputado/bandep/162332.jpg"
161906,NA,NA
160550,NA,NA
74688,"LUIZ SÉRGIO","http://www.camara.gov.br/internet/deputado/bandep/74688.jpg"
74784,"LUIZA ERUNDINA","http://www.camara.gov.br/internet/deputado/bandep/74784.jpg"
178866,"LUIZIANNE LINS","http://www.camara.gov.br/internet/deputado/bandep/178866.jpg"
178867,"MACEDO","http://www.camara.gov.br/internet/deputado/bandep/178867.jpg"
166402,"MAGDA MOFATTO","http://www.camara.gov.br/internet/deputado/bandep/166402.jpg"
74802,NA,NA
151965,"MAIA FILHO","http://www.camara.gov.br/internet/deputado/bandep/151965.jpg"
149327,NA,NA
178826,"MAJOR OLIMPIO","http://www.camara.gov.br/internet/deputado/bandep/178826.jpg"
160633,"MANDETTA","http://www.camara.gov.br/internet/deputado/bandep/160633.jpg"
179382,NA,NA
141490,NA,NA
74456,NA,NA
171622,NA,NA
141492,NA,NA
160565,"MARA GABRILLI","http://www.camara.gov.br/internet/deputado/bandep/160565.jpg"
74124,NA,NA
178821,NA,NA
160660,"MARCELO AGUIAR","http://www.camara.gov.br/internet/deputado/bandep/160660.jpg"
146613,NA,NA
179000,"MARCELO ÁLVARO ANTÔNIO","http://www.camara.gov.br/internet/deputado/bandep/179000.jpg"
146788,"MARCELO ARO","http://www.camara.gov.br/internet/deputado/bandep/146788.jpg"
178932,NA,NA
74460,"MARCELO CASTRO","http://www.camara.gov.br/internet/deputado/bandep/74460.jpg"
76287,"MARCELO MATOS","http://www.camara.gov.br/internet/deputado/bandep/76287.jpg"
118594,"MARCELO SQUASSONI","http://www.camara.gov.br/internet/deputado/bandep/118594.jpg"
178983,"MARCIO ALVINO","http://www.camara.gov.br/internet/deputado/bandep/178983.jpg"
179001,NA,NA
74363,NA,NA
141497,NA,NA
141496,NA,NA
160542,NA,NA
150418,"MÁRCIO MARINHO","http://www.camara.gov.br/internet/deputado/bandep/150418.jpg"
178899,NA,NA
178942,"MARCO ANTÔNIO CABRAL","http://www.camara.gov.br/internet/deputado/bandep/178942.jpg"
133373,"MARCO MAIA","http://www.camara.gov.br/internet/deputado/bandep/133373.jpg"
160536,"MARCO TEBALDI","http://www.camara.gov.br/internet/deputado/bandep/160536.jpg"
160535,"MARCON","http://www.camara.gov.br/internet/deputado/bandep/160535.jpg"
74470,NA,NA
178880,"MARCOS ABRÃO","http://www.camara.gov.br/internet/deputado/bandep/178880.jpg"
74745,NA,NA
74634,NA,NA
141500,"MARCOS MONTES","http://www.camara.gov.br/internet/deputado/bandep/141500.jpg"
178852,"MARCOS REATEGUI","http://www.camara.gov.br/internet/deputado/bandep/178852.jpg"
167722,"MARCOS ROGÉRIO","http://www.camara.gov.br/internet/deputado/bandep/167722.jpg"
178850,NA,NA
178943,"MARCOS SOARES","http://www.camara.gov.br/internet/deputado/bandep/178943.jpg"
159238,"MARCUS PESTANA","http://www.camara.gov.br/internet/deputado/bandep/159238.jpg"
74235,"MARCUS VICENTE","http://www.camara.gov.br/internet/deputado/bandep/74235.jpg"
171619,"MARGARIDA SALOMÃO","http://www.camara.gov.br/internet/deputado/bandep/171619.jpg"
74398,"MARIA DO ROSÁRIO","http://www.camara.gov.br/internet/deputado/bandep/74398.jpg"
64960,"MARIA HELENA","http://www.camara.gov.br/internet/deputado/bandep/64960.jpg"
176794,NA,NA
178956,"MARIANA CARVALHO","http://www.camara.gov.br/internet/deputado/bandep/178956.jpg"
178919,"MARINALDO ROSENDO","http://www.camara.gov.br/internet/deputado/bandep/178919.jpg"
74177,"MARINHA RAUPP","http://www.camara.gov.br/internet/deputado/bandep/74177.jpg"
168447,NA,NA
74158,NA,NA
178858,"MÁRIO NEGROMONTE JR.","http://www.camara.gov.br/internet/deputado/bandep/178858.jpg"
121759,NA,NA
181315,NA,NA
178843,NA,NA
179880,NA,NA
179386,NA,NA
74050,NA,NA
141506,NA,NA
73588,NA,NA
74749,"MAURO LOPES","http://www.camara.gov.br/internet/deputado/bandep/74749.jpg"
141507,"MAURO MARIANI","http://www.camara.gov.br/internet/deputado/bandep/141507.jpg"
124411,"MAURO PEREIRA","http://www.camara.gov.br/internet/deputado/bandep/124411.jpg"
178827,NA,NA
74428,NA,NA
74056,NA,NA
188097,NA,NA
141509,NA,NA
178984,"MIGUEL HADDAD","http://www.camara.gov.br/internet/deputado/bandep/178984.jpg"
178985,"MIGUEL LOMBARDI","http://www.camara.gov.br/internet/deputado/bandep/178985.jpg"
74787,"MILTON MONTI","http://www.camara.gov.br/internet/deputado/bandep/74787.jpg"
160644,NA,NA
74862,"MIRO TEIXEIRA","http://www.camara.gov.br/internet/deputado/bandep/74862.jpg"
178895,"MISAEL VARELLA","http://www.camara.gov.br/internet/deputado/bandep/178895.jpg"
160561,"MISSIONÁRIO JOSÉ OLIMPIO","http://www.camara.gov.br/internet/deputado/bandep/160561.jpg"
178859,NA,NA
141537,NA,NA
74457,NA,NA
178997,"MOSES RODRIGUES","http://www.camara.gov.br/internet/deputado/bandep/178997.jpg"
74108,NA,NA
160567,NA,NA
73553,"NELSON MARQUEZELLI","http://www.camara.gov.br/internet/deputado/bandep/73553.jpg"
73781,"NELSON MEURER","http://www.camara.gov.br/internet/deputado/bandep/73781.jpg"
193069,NA,NA
160566,"NELSON PADOVANI","http://www.camara.gov.br/internet/deputado/bandep/160566.jpg"
74571,"NELSON PELLEGRINO","http://www.camara.gov.br/internet/deputado/bandep/74571.jpg"
74750,NA,NA
178896,"NEWTON CARDOSO JR","http://www.camara.gov.br/internet/deputado/bandep/178896.jpg"
160657,NA,NA
74447,NA,NA
160564,NA,NA
74751,NA,NA
166401,"NILSON LEITÃO","http://www.camara.gov.br/internet/deputado/bandep/166401.jpg"
74352,"NILSON PINTO","http://www.camara.gov.br/internet/deputado/bandep/74352.jpg"
178986,"NILTO TATTO","http://www.camara.gov.br/internet/deputado/bandep/178986.jpg"
74359,"NILTON CAPIXABA","http://www.camara.gov.br/internet/deputado/bandep/74359.jpg"
74159,NA,NA
74752,NA,NA
73782,NA,NA
178868,"ODORICO MONTEIRO","http://www.camara.gov.br/internet/deputado/bandep/178868.jpg"
73464,NA,NA
160563,NA,NA
74399,"ONYX LORENZONI","http://www.camara.gov.br/internet/deputado/bandep/74399.jpg"
178987,"ORLANDO SILVA","http://www.camara.gov.br/internet/deputado/bandep/178987.jpg"
180545,"OSMAR BERTOLDI","http://www.camara.gov.br/internet/deputado/bandep/180545.jpg"
141514,NA,NA
73463,"OSMAR SERRAGLIO","http://www.camara.gov.br/internet/deputado/bandep/73463.jpg"
73692,NA,NA
74430,NA,NA
74191,NA,NA
141515,"OTAVIO LEITE","http://www.camara.gov.br/internet/deputado/bandep/141515.jpg"
160540,NA,NA
160650,NA,NA
160556,"PADRE JOÃO","http://www.camara.gov.br/internet/deputado/bandep/160556.jpg"
160670,NA,NA
74319,"PAES LANDIM","http://www.camara.gov.br/internet/deputado/bandep/74319.jpg"
160642,"PASTOR EURICO","http://www.camara.gov.br/internet/deputado/bandep/160642.jpg"
74095,"PAUDERNEY AVELINO","http://www.camara.gov.br/internet/deputado/bandep/74095.jpg"
171617,"PAULÃO","http://www.camara.gov.br/internet/deputado/bandep/171617.jpg"
141516,"PAULO ABI-ACKEL","http://www.camara.gov.br/internet/deputado/bandep/141516.jpg"
178860,"PAULO AZI","http://www.camara.gov.br/internet/deputado/bandep/178860.jpg"
73883,NA,NA
74017,"PAULO FEIJÓ","http://www.camara.gov.br/internet/deputado/bandep/74017.jpg"
160517,"PAULO FOLETTO","http://www.camara.gov.br/internet/deputado/bandep/160517.jpg"
160558,"PAULO FREIRE","http://www.camara.gov.br/internet/deputado/bandep/160558.jpg"
141517,"PAULO HENRIQUE LUSTOSA","http://www.camara.gov.br/internet/deputado/bandep/141517.jpg"
74574,"PAULO MAGALHÃES","http://www.camara.gov.br/internet/deputado/bandep/74574.jpg"
132056,"PAULO MALUF","http://www.camara.gov.br/internet/deputado/bandep/132056.jpg"
141518,"PAULO PEREIRA DA SILVA","http://www.camara.gov.br/internet/deputado/bandep/141518.jpg"
74400,"PAULO PIMENTA","http://www.camara.gov.br/internet/deputado/bandep/74400.jpg"
74047,NA,NA
141488,"PAULO TEIXEIRA","http://www.camara.gov.br/internet/deputado/bandep/141488.jpg"
74812,"PEDRO CHAVES","http://www.camara.gov.br/internet/deputado/bandep/74812.jpg"
178912,"PEDRO CUNHA LIMA","http://www.camara.gov.br/internet/deputado/bandep/178912.jpg"
74556,NA,NA
74449,"PEDRO FERNANDES","http://www.camara.gov.br/internet/deputado/bandep/74449.jpg"
74207,NA,NA
122158,"PEDRO PAULO","http://www.camara.gov.br/internet/deputado/bandep/122158.jpg"
160604,"PEDRO UCZAI","http://www.camara.gov.br/internet/deputado/bandep/160604.jpg"
178844,"PEDRO VILELA","http://www.camara.gov.br/internet/deputado/bandep/178844.jpg"
80920,NA,NA
141445,"PEPE VARGAS","http://www.camara.gov.br/internet/deputado/bandep/141445.jpg"
73943,NA,NA
179384,NA,NA
141465,NA,NA
162174,NA,NA
73486,"POMPEO DE MATTOS","http://www.camara.gov.br/internet/deputado/bandep/73486.jpg"
160601,"PR. MARCO FELICIANO","http://www.camara.gov.br/internet/deputado/bandep/160601.jpg"
170673,NA,NA
141543,NA,NA
148134,"PROFESSOR VICTÓRIO GALLI","http://www.camara.gov.br/internet/deputado/bandep/148134.jpg"
160639,"PROFESSORA DORINHA SEABRA REZENDE","http://www.camara.gov.br/internet/deputado/bandep/160639.jpg"
160641,"PROFESSORA MARCIVANIA","http://www.camara.gov.br/internet/deputado/bandep/160641.jpg"
178951,"RAFAEL MOTTA","http://www.camara.gov.br/internet/deputado/bandep/178951.jpg"
74216,"RAIMUNDO GOMES DE MATOS","http://www.camara.gov.br/internet/deputado/bandep/74216.jpg"
178998,"RAQUEL MUNIZ","http://www.camara.gov.br/internet/deputado/bandep/178998.jpg"
141403,NA,NA
74048,NA,NA
160656,NA,NA
141525,NA,NA
74161,"REGINALDO LOPES","http://www.camara.gov.br/internet/deputado/bandep/74161.jpg"
89282,NA,NA
73786,"REINHOLD STEPHANES","http://www.camara.gov.br/internet/deputado/bandep/73786.jpg"
178925,NA,NA
178960,"REMÍDIO MONAI","http://www.camara.gov.br/internet/deputado/bandep/178960.jpg"
160623,NA,NA
178989,"RENATA ABREU","http://www.camara.gov.br/internet/deputado/bandep/178989.jpg"
141527,"RENATO MOLLING","http://www.camara.gov.br/internet/deputado/bandep/141527.jpg"
175212,NA,NA
160654,"RENZO BRAZ","http://www.camara.gov.br/internet/deputado/bandep/160654.jpg"
73788,NA,NA
160655,"RICARDO IZAR","http://www.camara.gov.br/internet/deputado/bandep/160655.jpg"
178920,"RICARDO TEOBALDO","http://www.camara.gov.br/internet/deputado/bandep/178920.jpg"
141472,"RICARDO TRIPOLI","http://www.camara.gov.br/internet/deputado/bandep/141472.jpg"
152610,"ROBERTO ALVES","http://www.camara.gov.br/internet/deputado/bandep/152610.jpg"
73674,"ROBERTO BALESTRA","http://www.camara.gov.br/internet/deputado/bandep/73674.jpg"
141529,"ROBERTO BRITTO","http://www.camara.gov.br/internet/deputado/bandep/141529.jpg"
160653,"ROBERTO DE LUCENA","http://www.camara.gov.br/internet/deputado/bandep/160653.jpg"
161903,NA,NA
73805,"ROBERTO FREIRE","http://www.camara.gov.br/internet/deputado/bandep/73805.jpg"
178995,"ROBERTO GÓES","http://www.camara.gov.br/internet/deputado/bandep/178995.jpg"
178944,"ROBERTO SALES","http://www.camara.gov.br/internet/deputado/bandep/178944.jpg"
141473,NA,NA
160652,NA,NA
178840,"ROCHA","http://www.camara.gov.br/internet/deputado/bandep/178840.jpg"
152865,NA,NA
141531,"RODRIGO DE CASTRO","http://www.camara.gov.br/internet/deputado/bandep/141531.jpg"
88950,NA,NA
74693,"RODRIGO MAIA","http://www.camara.gov.br/internet/deputado/bandep/74693.jpg"
178926,"RODRIGO MARTINS","http://www.camara.gov.br/internet/deputado/bandep/178926.jpg"
178897,"RODRIGO PACHECO","http://www.camara.gov.br/internet/deputado/bandep/178897.jpg"
160568,NA,NA
141535,"ROGÉRIO MARINHO","http://www.camara.gov.br/internet/deputado/bandep/141535.jpg"
160651,"ROGÉRIO PENINHA MENDONÇA","http://www.camara.gov.br/internet/deputado/bandep/160651.jpg"
160426,"ROGÉRIO ROSSO","http://www.camara.gov.br/internet/deputado/bandep/160426.jpg"
160597,NA,NA
141536,"RÔMULO GOUVEIA","http://www.camara.gov.br/internet/deputado/bandep/141536.jpg"
160515,"RONALDO BENEDET","http://www.camara.gov.br/internet/deputado/bandep/160515.jpg"
74813,NA,NA
178861,"RONALDO CARLETTO","http://www.camara.gov.br/internet/deputado/bandep/178861.jpg"
160637,"RONALDO FONSECA","http://www.camara.gov.br/internet/deputado/bandep/160637.jpg"
178845,"RONALDO LESSA","http://www.camara.gov.br/internet/deputado/bandep/178845.jpg"
122466,"RONALDO MARTINS","http://www.camara.gov.br/internet/deputado/bandep/122466.jpg"
163321,NA,NA
160594,NA,NA
178870,"RÔNEY NEMER","http://www.camara.gov.br/internet/deputado/bandep/178870.jpg"
160614,NA,NA
191684,NA,NA
178945,"ROSANGELA GOMES","http://www.camara.gov.br/internet/deputado/bandep/178945.jpg"
73507,NA,NA
178935,NA,NA
179379,NA,NA
73466,"RUBENS BUENO","http://www.camara.gov.br/internet/deputado/bandep/73466.jpg"
74371,"RUBENS OTONI","http://www.camara.gov.br/internet/deputado/bandep/74371.jpg"
178887,"RUBENS PEREIRA JÚNIOR","http://www.camara.gov.br/internet/deputado/bandep/178887.jpg"
104254,NA,NA
160635,NA,NA
141522,"SABINO CASTELO BRANCO","http://www.camara.gov.br/internet/deputado/bandep/141522.jpg"
160630,"SÁGUAS MORAES","http://www.camara.gov.br/internet/deputado/bandep/160630.jpg"
73559,NA,NA
178990,NA,NA
74372,NA,NA
74039,NA,NA
160621,"SANDRO ALEX","http://www.camara.gov.br/internet/deputado/bandep/160621.jpg"
73676,NA,NA
74762,"SARAIVA FELIPE","http://www.camara.gov.br/internet/deputado/bandep/74762.jpg"
74210,NA,NA
141539,NA,NA
178921,NA,NA
74533,NA,NA
73808,"SÉRGIO BRITO","http://www.camara.gov.br/internet/deputado/bandep/73808.jpg"
141542,"SÉRGIO MORAES","http://www.camara.gov.br/internet/deputado/bandep/141542.jpg"
178991,"SÉRGIO REIS","http://www.camara.gov.br/internet/deputado/bandep/178991.jpg"
178933,"SERGIO SOUZA","http://www.camara.gov.br/internet/deputado/bandep/178933.jpg"
178874,"SERGIO VIDIGAL","http://www.camara.gov.br/internet/deputado/bandep/178874.jpg"
160612,"SERGIO ZVEITER","http://www.camara.gov.br/internet/deputado/bandep/160612.jpg"
167614,"SEVERINO NINHO","http://www.camara.gov.br/internet/deputado/bandep/167614.jpg"
178961,"SHÉRIDAN","http://www.camara.gov.br/internet/deputado/bandep/178961.jpg"
160613,NA,NA
74765,NA,NA
74356,"SILAS CÂMARA","http://www.camara.gov.br/internet/deputado/bandep/74356.jpg"
187008,"SILAS FREIRE","http://www.camara.gov.br/internet/deputado/bandep/187008.jpg"
4930,"SILVIO COSTA","http://www.camara.gov.br/internet/deputado/bandep/4930.jpg"
73560,"SILVIO TORRES","http://www.camara.gov.br/internet/deputado/bandep/73560.jpg"
73424,"SIMÃO SESSIM","http://www.camara.gov.br/internet/deputado/bandep/73424.jpg"
178911,"SIMONE MORGADO","http://www.camara.gov.br/internet/deputado/bandep/178911.jpg"
168175,NA,NA
178946,"SORAYA SANTOS","http://www.camara.gov.br/internet/deputado/bandep/178946.jpg"
178947,"SÓSTENES CAVALCANTE","http://www.camara.gov.br/internet/deputado/bandep/178947.jpg"
92776,"STEFANO AGUIAR","http://www.camara.gov.br/internet/deputado/bandep/92776.jpg"
160627,NA,NA
177282,"SUBTENENTE GONZAGA","http://www.camara.gov.br/internet/deputado/bandep/177282.jpg"
141548,NA,NA
178922,"TADEU ALENCAR","http://www.camara.gov.br/internet/deputado/bandep/178922.jpg"
74385,"TAKAYAMA","http://www.camara.gov.br/internet/deputado/bandep/74385.jpg"
160679,NA,NA
169711,NA,NA
178898,"TENENTE LÚCIO","http://www.camara.gov.br/internet/deputado/bandep/178898.jpg"
178901,"TEREZA CRISTINA","http://www.camara.gov.br/internet/deputado/bandep/178901.jpg"
160617,"THIAGO PEIXOTO","http://www.camara.gov.br/internet/deputado/bandep/160617.jpg"
178862,NA,NA
160976,"TIRIRICA","http://www.camara.gov.br/internet/deputado/bandep/160976.jpg"
160611,"TONINHO PINHEIRO","http://www.camara.gov.br/internet/deputado/bandep/160611.jpg"
178934,"TONINHO WANDSCHEER","http://www.camara.gov.br/internet/deputado/bandep/178934.jpg"
178863,"ULDURICO JUNIOR","http://www.camara.gov.br/internet/deputado/bandep/178863.jpg"
141551,NA,NA
141384,"VALADARES FILHO","http://www.camara.gov.br/internet/deputado/bandep/141384.jpg"
74010,"VALDIR COLATTO","http://www.camara.gov.br/internet/deputado/bandep/74010.jpg"
160610,"VALMIR ASSUNÇÃO","http://www.camara.gov.br/internet/deputado/bandep/160610.jpg"
113247,"VALMIR PRASCIDELLI","http://www.camara.gov.br/internet/deputado/bandep/113247.jpg"
141552,"VALTENIR PEREIRA","http://www.camara.gov.br/internet/deputado/bandep/141552.jpg"
74376,"VANDER LOUBET","http://www.camara.gov.br/internet/deputado/bandep/74376.jpg"
141553,"VANDERLEI MACRIS","http://www.camara.gov.br/internet/deputado/bandep/141553.jpg"
167617,NA,NA
160595,NA,NA
178913,"VENEZIANO VITAL DO RÊGO","http://www.camara.gov.br/internet/deputado/bandep/178913.jpg"
74308,NA,NA
160622,"VICENTE CANDIDO","http://www.camara.gov.br/internet/deputado/bandep/160622.jpg"
74283,"VICENTINHO","http://www.camara.gov.br/internet/deputado/bandep/74283.jpg"
137070,"VICENTINHO JÚNIOR","http://www.camara.gov.br/internet/deputado/bandep/137070.jpg"
178888,"VICTOR MENDES","http://www.camara.gov.br/internet/deputado/bandep/178888.jpg"
141400,NA,NA
163322,NA,NA
73677,NA,NA
141870,NA,NA
141555,"VINICIUS CARVALHO","http://www.camara.gov.br/internet/deputado/bandep/141555.jpg"
160591,"VINICIUS GURGEL","http://www.camara.gov.br/internet/deputado/bandep/160591.jpg"
178992,"VITOR LIPPI","http://www.camara.gov.br/internet/deputado/bandep/178992.jpg"
92355,NA,NA
141557,NA,NA
178869,"VITOR VALIM","http://www.camara.gov.br/internet/deputado/bandep/178869.jpg"
189593,"WADIH DAMOUS","http://www.camara.gov.br/internet/deputado/bandep/189593.jpg"
137853,NA,NA
160569,"WALDENOR PEREIRA","http://www.camara.gov.br/internet/deputado/bandep/160569.jpg"
141558,"WALDIR MARANHÃO","http://www.camara.gov.br/internet/deputado/bandep/141558.jpg"
160631,"WALNEY ROCHA","http://www.camara.gov.br/internet/deputado/bandep/160631.jpg"
178952,"WALTER ALVES","http://www.camara.gov.br/internet/deputado/bandep/178952.jpg"
141560,"WALTER IHOSHI","http://www.camara.gov.br/internet/deputado/bandep/141560.jpg"
160609,NA,NA
141561,NA,NA
160620,NA,NA
160518,"WELITON PRADO","http://www.camara.gov.br/internet/deputado/bandep/160518.jpg"
73653,NA,NA
74043,"WELLINGTON ROBERTO","http://www.camara.gov.br/internet/deputado/bandep/74043.jpg"
179387,NA,NA
167493,"WEVERTON ROCHA","http://www.camara.gov.br/internet/deputado/bandep/167493.jpg"
160586,NA,NA
141563,NA,NA
193066,"WILSON BESERRA","http://www.camara.gov.br/internet/deputado/bandep/193066.jpg"
160636,"WILSON FILHO","http://www.camara.gov.br/internet/deputado/bandep/160636.jpg"
73930,"WLADIMIR COSTA","http://www.camara.gov.br/internet/deputado/bandep/73930.jpg"
74439,"WOLNEY QUEIROZ","http://www.camara.gov.br/internet/deputado/bandep/74439.jpg"
191945,"ZÉ AUGUSTO NALIN","http://www.camara.gov.br/internet/deputado/bandep/191945.jpg"
178889,"ZÉ CARLOS","http://www.camara.gov.br/internet/deputado/bandep/178889.jpg"
168253,NA,NA
73931,"ZÉ GERALDO","http://www.camara.gov.br/internet/deputado/bandep/73931.jpg"
160632,"ZÉ SILVA","http://www.camara.gov.br/internet/deputado/bandep/160632.jpg"
152607,NA,NA
178923,"ZECA CAVALCANTI","http://www.camara.gov.br/internet/deputado/bandep/178923.jpg"
160592,"ZECA DIRCEU","http://www.camara.gov.br/internet/deputado/bandep/160592.jpg"
178902,"ZECA DO PT","http://www.camara.gov.br/internet/deputado/bandep/178902.jpg"
178949,"ZENAIDE MAIA","http://www.camara.gov.br/internet/deputado/bandep/178949.jpg"
160625,NA,NA
195143,"ANDRÉ AMARAL","http://www.camara.gov.br/internet/deputado/bandep/195143.jpg"
193165,NA,NA
74052,NA,NA
194261,"CAJAR NARDES","http://www.camara.gov.br/internet/deputado/bandep/194261.jpg"
196359,NA,NA
194258,"CREUZA PEREIRA","http://www.camara.gov.br/internet/deputado/bandep/194258.jpg"
196357,"DEJORGE PATRÍCIO","http://www.camara.gov.br/internet/deputado/bandep/196357.jpg"
72442,NA,NA
194259,"GUILHERME COELHO","http://www.camara.gov.br/internet/deputado/bandep/194259.jpg"
196378,"IZAQUE SILVA","http://www.camara.gov.br/internet/deputado/bandep/196378.jpg"
194262,"JONES MARTINS","http://www.camara.gov.br/internet/deputado/bandep/194262.jpg"
196358,NA,NA
81366,"LUANA COSTA","http://www.camara.gov.br/internet/deputado/bandep/81366.jpg"
198198,"LUZIA FERREIRA","http://www.camara.gov.br/internet/deputado/bandep/198198.jpg"
195826,"MARCELO DELAROLI","http://www.camara.gov.br/internet/deputado/bandep/195826.jpg"
195278,"MOISÉS DINIZ","http://www.camara.gov.br/internet/deputado/bandep/195278.jpg"
194260,"NIVALDO ALBUQUERQUE","http://www.camara.gov.br/internet/deputado/bandep/194260.jpg"
66179,"NORMA AYUB","http://www.camara.gov.br/internet/deputado/bandep/66179.jpg"
193982,"PASTOR LUCIANO BRAGA","http://www.camara.gov.br/internet/deputado/bandep/193982.jpg"
74160,"PATRUS ANANIAS","http://www.camara.gov.br/internet/deputado/bandep/74160.jpg"
193726,NA,NA
195997,"POLLYANA GAMA","http://www.camara.gov.br/internet/deputado/bandep/195997.jpg"
171620,"RENATO ANDRADE","http://www.camara.gov.br/internet/deputado/bandep/171620.jpg"
195581,NA,NA
91208,"ROBINSON ALMEIDA","http://www.camara.gov.br/internet/deputado/bandep/91208.jpg"
141532,NA,NA
146949,"ROSINHA DA ADEFAL","http://www.camara.gov.br/internet/deputado/bandep/146949.jpg"
195866,"VAIDON OLIVEIRA","http://www.camara.gov.br/internet/deputado/bandep/195866.jpg"
73992,"YEDA CRUSIUS","http://www.camara.gov.br/internet/deputado/bandep/73992.jpg"
