178957,2015,2,"moderado"
178957,2015,3,"moderado"
178957,2015,4,"moderado"
178957,2015,5,"moderado"
178957,2015,6,"moderado"
178957,2015,7,"moderado"
178957,2015,8,"moderado"
178957,2015,9,"camarote"
178957,2015,10,"camarote"
178957,2015,11,"camarote"
178957,2015,12,"camarote"
178957,2016,1,"moderado"
178957,2016,2,"moderado"
178957,2016,3,"camarote"
178957,2016,4,"moderado"
178957,2016,5,"camarote"
178957,2016,6,"moderado"
178957,2016,7,"moderado"
178957,2016,8,"moderado"
178957,2016,9,"moderado"
178957,2016,10,"camarote"
178957,2016,11,"camarote"
178957,2016,12,"moderado"
178957,2017,1,"moderado"
178957,2017,2,"camarote"
178957,2017,3,"moderado"
178957,2017,4,"camarote"
178957,2017,5,"moderado"
178957,2017,6,"moderado"
178957,2017,7,"camarote"
178957,2017,8,"moderado"
178957,2017,9,"moderado"
178957,2017,10,"moderado"
178957,2017,11,"moderado"
178957,2017,12,"camarote"
178957,2018,1,"moderado"
178957,2018,2,"moderado"
178957,2018,3,"camarote"
178957,2018,4,"camarote"
178957,2018,5,"moderado"
178957,2018,6,"moderado"
178957,2018,7,"moderado"
178864,2015,2,"moderado"
178864,2015,3,"camarote"
178864,2015,4,"camarote"
178864,2015,5,"moderado"
178864,2015,6,"camarote"
178864,2015,7,"camarote"
178864,2015,8,"camarote"
178864,2015,9,"moderado"
178864,2015,10,"moderado"
178864,2015,11,"moderado"
178864,2016,4,"moderado"
178864,2016,5,"camarote"
178864,2016,6,"camarote"
178864,2016,7,"moderado"
178864,2016,8,"moderado"
178864,2016,9,"moderado"
178864,2016,10,"camarote"
178864,2016,11,"camarote"
178864,2016,12,"moderado"
178864,2017,1,"moderado"
178864,2017,2,"moderado"
178864,2017,3,"moderado"
178864,2017,4,"camarote"
178864,2017,5,"camarote"
178864,2017,6,"camarote"
178864,2017,7,"camarote"
178864,2017,8,"moderado"
178864,2017,9,"moderado"
178864,2017,10,"camarote"
178864,2017,11,"camarote"
178864,2017,12,"camarote"
178864,2018,1,"moderado"
178864,2018,2,"moderado"
178864,2018,3,"camarote"
178864,2018,4,"camarote"
178864,2018,5,"moderado"
178864,2018,6,"moderado"
178864,2018,7,"moderado"
178914,2015,2,"moderado"
178914,2015,3,"moderado"
178914,2015,4,"moderado"
178914,2015,5,"camarote"
178914,2015,6,"camarote"
178914,2015,7,"moderado"
178914,2015,8,"camarote"
178914,2015,9,"moderado"
178914,2015,10,"camarote"
178914,2015,11,"moderado"
178914,2015,12,"moderado"
178914,2016,1,"camarote"
178914,2016,2,"camarote"
178914,2016,3,"camarote"
178914,2016,4,"camarote"
178914,2016,5,"moderado"
178914,2016,6,"moderado"
178914,2016,7,"camarote"
178914,2016,8,"moderado"
178914,2016,9,"moderado"
178914,2016,10,"camarote"
178914,2016,11,"camarote"
178914,2016,12,"moderado"
178914,2017,1,"camarote"
178914,2017,2,"camarote"
178914,2017,3,"camarote"
178914,2017,4,"camarote"
178914,2017,5,"moderado"
178914,2017,6,"camarote"
178914,2017,7,"camarote"
178914,2017,8,"moderado"
178914,2017,9,"moderado"
178914,2017,10,"camarote"
178914,2017,11,"moderado"
178914,2017,12,"moderado"
178914,2018,1,"moderado"
178914,2018,2,"moderado"
178914,2018,3,"camarote"
178914,2018,4,"moderado"
178914,2018,5,"camarote"
178914,2018,6,"moderado"
178914,2018,7,"moderado"
178890,2015,2,"moderado"
178890,2015,3,"moderado"
178890,2015,4,"moderado"
178890,2015,5,"moderado"
178890,2015,6,"moderado"
178890,2015,7,"moderado"
178890,2015,8,"moderado"
178890,2015,9,"camarote"
178890,2015,10,"camarote"
178890,2015,11,"camarote"
178890,2015,12,"camarote"
178890,2016,1,"moderado"
178890,2016,2,"moderado"
178890,2016,3,"camarote"
178890,2016,4,"camarote"
178890,2016,5,"camarote"
178890,2016,6,"camarote"
178890,2016,7,"moderado"
178890,2016,8,"camarote"
178890,2016,9,"camarote"
178890,2016,10,"moderado"
178890,2016,11,"moderado"
178890,2016,12,"moderado"
178890,2017,1,"moderado"
178890,2017,2,"camarote"
178890,2017,3,"moderado"
178890,2017,4,"moderado"
178890,2017,5,"moderado"
178890,2017,6,"moderado"
178890,2017,7,"moderado"
178890,2017,8,"camarote"
178890,2017,9,"camarote"
178890,2017,10,"camarote"
178890,2017,11,"moderado"
178890,2017,12,"camarote"
178890,2018,1,"moderado"
178890,2018,2,"camarote"
178890,2018,3,"moderado"
178890,2018,4,"moderado"
178890,2018,5,"moderado"
178890,2018,6,"moderado"
178890,2018,7,"moderado"
178968,2015,2,"moderado"
178968,2015,3,"moderado"
178968,2015,4,"moderado"
178968,2015,5,"moderado"
178968,2015,6,"moderado"
178968,2015,7,"moderado"
178968,2015,8,"moderado"
178968,2015,9,"moderado"
178968,2015,10,"moderado"
178968,2015,11,"moderado"
178968,2015,12,"moderado"
178968,2016,1,"moderado"
178968,2016,2,"moderado"
178968,2016,3,"moderado"
178968,2016,4,"moderado"
178968,2016,5,"moderado"
178968,2016,6,"moderado"
178968,2016,7,"moderado"
178968,2016,8,"moderado"
178968,2016,9,"moderado"
178968,2016,10,"moderado"
178968,2016,11,"moderado"
178968,2016,12,"moderado"
178968,2017,1,"moderado"
178968,2017,2,"moderado"
178968,2017,3,"moderado"
178968,2017,4,"moderado"
178968,2017,5,"moderado"
178968,2017,6,"moderado"
178968,2017,7,"moderado"
178968,2017,8,"moderado"
178968,2017,9,"moderado"
178968,2017,10,"moderado"
178968,2017,11,"moderado"
178968,2017,12,"moderado"
178968,2018,1,"moderado"
178968,2018,2,"camarote"
178968,2018,3,"moderado"
178968,2018,4,"moderado"
178968,2018,5,"moderado"
178968,2018,6,"moderado"
133374,2015,1,"moderado"
133374,2015,2,"moderado"
133374,2015,3,"moderado"
133374,2015,4,"camarote"
133374,2015,5,"moderado"
133374,2015,6,"moderado"
133374,2015,7,"moderado"
133374,2015,8,"moderado"
133374,2015,9,"moderado"
133374,2015,10,"moderado"
133374,2015,11,"camarote"
133374,2015,12,"camarote"
133374,2016,1,"camarote"
133374,2016,2,"camarote"
133374,2016,3,"moderado"
133374,2016,4,"camarote"
133374,2016,5,"camarote"
133374,2016,6,"moderado"
133374,2016,7,"moderado"
133374,2016,8,"moderado"
133374,2016,9,"camarote"
133374,2016,10,"moderado"
133374,2016,11,"moderado"
133374,2016,12,"camarote"
133374,2017,1,"moderado"
133374,2017,2,"moderado"
133374,2017,3,"camarote"
133374,2017,4,"camarote"
133374,2017,5,"camarote"
133374,2017,6,"camarote"
133374,2017,7,"camarote"
133374,2017,8,"camarote"
133374,2017,9,"moderado"
133374,2017,10,"moderado"
133374,2017,11,"moderado"
133374,2017,12,"moderado"
133374,2018,1,"moderado"
133374,2018,2,"camarote"
133374,2018,3,"camarote"
133374,2018,4,"moderado"
196359,2017,1,"moderado"
196359,2017,2,"moderado"
196359,2017,3,"moderado"
196359,2017,4,"moderado"
196359,2017,5,"camarote"
196359,2017,6,"moderado"
178903,2015,2,"moderado"
178903,2015,3,"moderado"
178903,2015,4,"moderado"
178903,2015,5,"moderado"
178903,2015,6,"moderado"
178903,2015,7,"moderado"
178903,2015,8,"moderado"
178903,2015,9,"moderado"
178903,2015,10,"moderado"
178903,2015,11,"moderado"
178903,2015,12,"moderado"
178903,2016,1,"moderado"
178903,2016,2,"moderado"
178903,2016,3,"moderado"
178903,2016,4,"moderado"
178903,2016,5,"moderado"
178903,2016,6,"moderado"
178903,2016,7,"moderado"
178903,2016,8,"moderado"
178903,2016,9,"moderado"
178903,2016,10,"moderado"
178903,2016,11,"moderado"
178903,2016,12,"moderado"
178903,2017,1,"moderado"
178903,2017,2,"moderado"
178903,2017,3,"moderado"
178903,2017,4,"moderado"
178903,2017,5,"moderado"
178903,2017,6,"moderado"
178903,2017,7,"moderado"
178903,2017,8,"moderado"
178903,2017,9,"moderado"
178903,2017,10,"moderado"
178903,2018,2,"moderado"
178903,2018,3,"moderado"
178903,2018,4,"moderado"
178903,2018,5,"moderado"
178903,2018,6,"moderado"
141372,2015,1,"moderado"
141372,2015,2,"camarote"
141372,2015,3,"moderado"
141372,2015,4,"moderado"
141372,2015,5,"camarote"
141372,2015,6,"moderado"
141372,2015,7,"moderado"
141372,2015,8,"moderado"
141372,2015,9,"moderado"
141372,2015,10,"camarote"
141372,2015,11,"camarote"
141372,2015,12,"camarote"
141372,2016,1,"moderado"
141372,2016,2,"camarote"
141372,2016,3,"camarote"
141372,2016,4,"moderado"
141372,2016,5,"moderado"
141372,2016,6,"camarote"
141372,2016,7,"moderado"
141372,2016,8,"moderado"
141372,2016,9,"camarote"
141372,2016,10,"camarote"
141372,2016,11,"moderado"
141372,2016,12,"camarote"
141372,2017,1,"moderado"
141372,2017,2,"moderado"
141372,2017,3,"camarote"
141372,2017,4,"camarote"
141372,2017,5,"camarote"
141372,2017,6,"camarote"
141372,2017,7,"moderado"
141372,2017,8,"camarote"
141372,2017,9,"camarote"
141372,2017,10,"moderado"
141372,2017,11,"moderado"
141372,2017,12,"moderado"
141372,2018,1,"moderado"
141372,2018,2,"moderado"
141372,2018,3,"moderado"
141372,2018,4,"moderado"
141372,2018,5,"moderado"
141372,2018,6,"moderado"
141372,2018,7,"moderado"
160508,2015,1,"moderado"
160508,2015,2,"moderado"
160508,2015,3,"camarote"
160508,2015,4,"camarote"
160508,2015,5,"moderado"
160508,2015,6,"moderado"
160508,2015,7,"moderado"
160508,2015,8,"camarote"
160508,2015,9,"camarote"
160508,2015,10,"moderado"
160508,2015,11,"moderado"
160508,2015,12,"moderado"
160508,2016,1,"moderado"
160508,2016,2,"moderado"
160508,2016,3,"moderado"
160508,2016,4,"moderado"
160508,2016,5,"camarote"
160508,2016,6,"moderado"
160508,2016,7,"camarote"
160508,2016,8,"moderado"
160508,2016,9,"camarote"
160508,2016,10,"moderado"
160508,2016,11,"moderado"
160508,2016,12,"camarote"
160508,2017,1,"moderado"
160508,2017,2,"moderado"
160508,2017,3,"camarote"
160508,2017,4,"moderado"
160508,2017,5,"camarote"
160508,2017,6,"moderado"
160508,2017,7,"moderado"
160508,2017,8,"camarote"
160508,2017,9,"camarote"
160508,2017,10,"camarote"
160508,2017,11,"moderado"
160508,2017,12,"moderado"
136811,2015,1,"moderado"
136811,2015,2,"moderado"
136811,2015,3,"camarote"
136811,2015,4,"moderado"
136811,2015,5,"camarote"
136811,2015,6,"moderado"
136811,2015,7,"moderado"
136811,2015,8,"moderado"
136811,2015,9,"moderado"
136811,2015,10,"moderado"
136811,2015,11,"camarote"
136811,2015,12,"moderado"
136811,2016,1,"moderado"
136811,2016,2,"camarote"
136811,2016,3,"camarote"
136811,2016,4,"moderado"
136811,2016,5,"moderado"
136811,2016,6,"camarote"
136811,2016,7,"moderado"
136811,2016,8,"camarote"
136811,2016,9,"moderado"
136811,2016,10,"camarote"
136811,2016,11,"moderado"
136811,2016,12,"moderado"
136811,2017,1,"moderado"
136811,2017,2,"moderado"
136811,2017,3,"moderado"
136811,2017,4,"moderado"
136811,2017,5,"camarote"
136811,2017,6,"moderado"
136811,2017,7,"moderado"
136811,2017,8,"camarote"
136811,2017,9,"moderado"
136811,2017,10,"moderado"
136811,2017,11,"camarote"
136811,2017,12,"moderado"
178835,2015,1,"moderado"
178835,2015,2,"camarote"
178835,2015,3,"moderado"
178835,2015,4,"camarote"
178835,2015,5,"moderado"
178835,2015,6,"moderado"
178835,2015,7,"moderado"
178835,2015,8,"moderado"
178835,2015,9,"moderado"
178835,2015,10,"moderado"
178835,2015,11,"moderado"
178835,2015,12,"camarote"
178835,2016,1,"camarote"
178835,2016,2,"moderado"
178835,2016,3,"camarote"
178835,2016,4,"moderado"
178835,2016,5,"moderado"
178835,2016,6,"camarote"
178835,2016,7,"moderado"
178835,2016,8,"camarote"
178835,2016,9,"moderado"
178835,2016,10,"moderado"
178835,2016,11,"camarote"
178835,2016,12,"moderado"
178835,2017,1,"moderado"
178835,2017,2,"moderado"
178835,2017,3,"camarote"
178835,2017,4,"moderado"
178835,2017,5,"moderado"
178835,2017,6,"moderado"
178835,2017,7,"moderado"
178835,2017,8,"moderado"
178835,2017,9,"camarote"
178835,2017,10,"moderado"
178835,2017,11,"camarote"
178835,2017,12,"moderado"
160527,2015,1,"moderado"
160527,2015,2,"moderado"
160527,2015,3,"moderado"
160527,2015,4,"moderado"
160527,2015,5,"moderado"
160527,2015,6,"moderado"
160527,2015,7,"moderado"
160527,2015,8,"moderado"
160527,2015,9,"moderado"
160527,2015,10,"moderado"
160527,2015,11,"camarote"
160527,2015,12,"camarote"
160527,2016,1,"moderado"
160527,2016,2,"camarote"
160527,2016,3,"camarote"
160527,2016,4,"camarote"
160527,2016,5,"camarote"
160527,2016,6,"moderado"
160527,2016,7,"moderado"
160527,2016,8,"moderado"
160527,2016,9,"camarote"
160527,2016,10,"camarote"
160527,2016,11,"moderado"
160527,2016,12,"moderado"
160527,2017,1,"moderado"
160527,2017,2,"moderado"
160527,2017,3,"moderado"
160527,2017,4,"moderado"
160527,2017,5,"moderado"
160527,2017,6,"moderado"
160527,2017,7,"moderado"
160527,2017,8,"camarote"
160527,2017,9,"moderado"
160527,2017,10,"camarote"
160527,2017,11,"camarote"
160527,2017,12,"camarote"
178836,2015,1,"moderado"
178836,2015,2,"moderado"
178836,2015,3,"moderado"
178836,2015,4,"moderado"
178836,2015,5,"moderado"
178836,2015,6,"camarote"
178836,2015,7,"moderado"
178836,2015,8,"moderado"
178836,2015,9,"camarote"
178836,2015,10,"camarote"
178836,2015,11,"moderado"
178836,2015,12,"moderado"
178836,2016,1,"camarote"
178836,2016,2,"moderado"
178836,2016,3,"moderado"
178836,2016,4,"moderado"
178836,2016,5,"moderado"
178836,2016,6,"camarote"
178836,2016,7,"moderado"
178836,2016,8,"camarote"
